,FIPS,democrat,republican,prcpMm,prcpMm1015,shareRep,year,shareDem,avgTemp,avgTempPast,tempDiff,rainDiff,booYear,booRain,booPastRain
273,18133.0,4507.0,9005.0,0.0958333333333333,0.0958333333333333,0.6511678357075711,2012,0.325909320992118,6.85,6.85,0.0,0.0,False,False,False
733,18135.0,2446.0,7517.0,0.0,0.2,0.4150516260835956,2016,0.13505604328860912,13.35,6.220833333333349,7.12916666666665,-0.2,True,False,False
274,18135.0,3769.0,6218.0,0.2,0.2,0.610265973108254,2012,0.36990872509569145,6.220833333333349,6.220833333333349,0.0,0.0,False,False,False
734,18137.0,2471.0,9806.0,0.0,0.0,0.44141345937429666,2016,0.11123115012379023,11.4,7.916666666666683,3.4833333333333174,0.0,True,False,False
275,18137.0,3241.0,7484.0,0.0,0.0,0.6814167349540199,2012,0.29509241555130655,7.916666666666683,7.916666666666683,0.0,0.0,False,False,False
735,18139.0,1525.0,5292.0,0.0,0.0,0.44579226686884005,2016,0.12846432482520428,13.100000000000001,5.9399999999999995,7.160000000000002,0.0,True,False,False
276,18139.0,2221.0,4633.0,0.0,0.0,0.6594079134642755,2012,0.316111585539425,5.9399999999999995,5.9399999999999995,0.0,0.0,False,False,False
278,18143.0,3998.0,4539.0,0.0,0.0,0.5205275229357799,2012,0.45848623853211007,6.95,6.95,0.0,0.0,False,False,False
279,18145.0,5359.0,10978.0,0.15,0.15,0.6550119331742243,2012,0.31974940334128876,7.7,7.7,0.0,0.0,False,False,False
738,18145.0,4247.0,12718.0,0.6,0.15,0.42670692836772356,2016,0.14249287032377117,11.7,7.7,3.999999999999999,0.44999999999999996,True,True,False
281,18149.0,3809.0,4738.0,1.075,1.075,0.5412382910669409,2012,0.4351153758281928,6.33,6.33,0.0,0.0,False,True,True
740,18149.0,2489.0,6367.0,0.5333333333333329,1.075,0.35089556351612017,2016,0.13717277486910995,11.95,6.33,5.619999999999999,-0.5416666666666671,True,True,True
741,18151.0,3744.0,10133.0,0.0,1.16550324675325,0.43398004197181894,2016,0.16034947963510215,10.85,4.633333333333333,6.216666666666667,-1.16550324675325,True,False,True
282,18151.0,4853.0,8547.0,1.16550324675325,1.16550324675325,0.6240963855421687,2012,0.3543629061701351,4.633333333333333,4.633333333333333,0.0,0.0,False,True,True
283,18153.0,3191.0,4902.0,0.1375,0.1375,0.5913148371531967,2012,0.38492159227985523,6.687500000000014,6.687500000000014,0.0,0.0,False,False,False
742,18153.0,2113.0,6138.0,1.0,0.1375,0.4118081180811808,2016,0.14176450855417644,12.65,6.687500000000014,5.962499999999986,0.8625,True,True,False
745,18159.0,1587.0,5589.0,0.0,1.6833333333333302,0.4424127285680361,2016,0.12562336737117075,12.799999999999999,5.866666666666683,6.933333333333316,-1.6833333333333302,True,False,True
284,18159.0,2432.0,4773.0,1.6833333333333302,1.6833333333333302,0.6480651731160896,2012,0.3302104548540394,5.866666666666683,5.866666666666683,0.0,0.0,False,True,True
748,18165.0,2081.0,4513.0,1.3,0.85,0.43743336241155373,2016,0.2017059222642241,14.75,6.574999999999986,8.175000000000015,0.45000000000000007,True,True,True
286,18165.0,2979.0,3426.0,0.85,0.85,0.5205895760522717,2012,0.45266676796839384,6.574999999999986,6.574999999999986,0.0,0.0,False,True,True
752,18173.0,9086.0,19113.0,0.6,0.0,0.3840342381803934,2016,0.18256344310715505,13.299999999999999,9.420833333333334,3.8791666666666647,0.6,True,True,False
288,18173.0,8793.0,15351.0,0.0,0.0,0.62326431181486,2012,0.35700365408038975,9.420833333333334,9.420833333333334,0.0,0.0,False,False,False
756,18181.0,2590.0,6893.0,0.0,1.9916666666666698,0.39644562029102204,2016,0.14896186806234543,11.95,5.966666666666683,5.9833333333333165,-1.9916666666666698,True,False,True
290,18181.0,3637.0,5970.0,1.9916666666666698,1.9916666666666698,0.6028476219327477,2012,0.3672624457235181,5.966666666666683,5.966666666666683,0.0,0.0,False,True,True
291,18183.0,4420.0,10258.0,1.525,1.525,0.6833655319432417,2012,0.2944507361268403,5.141666666666683,5.141666666666683,0.0,0.0,False,True,True
757,18183.0,3379.0,11358.0,0.0,1.525,0.5001100788164325,2016,0.14878252829025582,11.1,5.141666666666683,5.958333333333317,-1.525,True,False,True
758,19001.0,1133.0,2461.0,0.0,1.6166666666666698,0.45515073053449234,2016,0.20954318476049566,11.149999999999999,7.541666666666684,3.6083333333333147,-1.6166666666666698,True,False,True
292,19001.0,1790.0,2114.0,1.6166666666666698,1.6166666666666698,0.529029029029029,2012,0.44794794794794796,7.541666666666684,7.541666666666684,0.0,0.0,False,True,True
293,19003.0,1028.0,1108.0,3.63333333333333,3.63333333333333,0.5070938215102975,2012,0.47048054919908466,8.616666666666665,8.616666666666665,0.0,0.0,False,True,True
294,19005.0,3553.0,3264.0,0.5933333333333329,0.5933333333333329,0.47072396884914913,2012,0.5124026535910009,5.402777777777762,5.402777777777762,0.0,0.0,False,True,True
760,19005.0,2421.0,4093.0,0.4,0.5933333333333329,0.38851447555766494,2016,0.22980541053630754,11.125,5.402777777777762,5.722222222222238,-0.1933333333333329,True,True,True
761,19007.0,1814.0,4033.0,0.0,3.11944444444444,0.43267889711404356,2016,0.19461431176912347,11.199999999999985,6.587500000000022,4.612499999999963,-3.11944444444444,True,False,True
295,19007.0,2951.0,3161.0,3.11944444444444,3.11944444444444,0.5061649319455565,2012,0.47253803042433945,6.587500000000022,6.587500000000022,0.0,0.0,False,True,True
762,19009.0,1080.0,2136.0,0.0,1.6166666666666698,0.47225292947158964,2016,0.23877957108114084,8.6,5.55,3.05,-1.6166666666666698,True,False,True
296,19009.0,1611.0,1802.0,1.6166666666666698,1.6166666666666698,0.5212612091408736,2012,0.4660109921897599,5.55,5.55,0.0,0.0,False,True,True
297,19011.0,6862.0,6940.0,1.16111111111111,1.16111111111111,0.4949012336875134,2012,0.4893389431648007,5.362499999999986,5.362499999999986,0.0,0.0,False,True,True
763,19011.0,4678.0,8232.0,0.0,1.16111111111111,0.44673576816627775,2016,0.2538666087805937,11.799999999999999,5.362499999999986,6.437500000000013,-1.16111111111111,True,False,True
764,19013.0,32233.0,27476.0,0.0428571428571429,1.6208333333333302,0.2998450356854443,2016,0.35175808106161466,8.05,5.850000000000016,2.199999999999985,-1.5779761904761873,True,False,True
298,19013.0,39821.0,26235.0,1.6208333333333302,1.6208333333333302,0.39074485038947887,2012,0.5930951281631194,5.850000000000016,5.850000000000016,0.0,0.0,False,True,True
765,19015.0,5541.0,7484.0,0.0,1.79444444444444,0.3778843726331734,2016,0.2797778338803332,10.200000000000014,6.829166666666672,3.3708333333333416,-1.79444444444444,True,False,True
299,19015.0,7512.0,6556.0,1.79444444444444,1.79444444444444,0.45565749235474007,2012,0.5221017514595496,6.829166666666672,6.829166666666672,0.0,0.0,False,True,True
766,19017.0,5356.0,7208.0,0.0,0.85,0.39862847030195775,2016,0.2962061718836412,11.1,4.775,6.324999999999999,-0.85,True,False,True
300,19017.0,6763.0,6405.0,0.85,0.85,0.4799190768769669,2012,0.5067435935860932,4.775,4.775,0.0,0.0,False,True,True
767,19019.0,3970.0,5510.0,0.0,1.5666666666666698,0.38644971244213777,2016,0.27844017393743864,11.4,3.9833333333333147,7.416666666666686,-1.5666666666666698,True,False,True
301,19019.0,5911.0,4450.0,1.5666666666666698,1.5666666666666698,0.4224015187470337,2012,0.5610821072615092,3.9833333333333147,3.9833333333333147,0.0,0.0,False,True,True
768,19021.0,2856.0,4903.0,0.0,0.0,0.3831067354274105,2016,0.22315986872948898,9.575,6.187500000000015,3.387499999999984,0.0,True,False,False
302,19021.0,3700.0,4554.0,0.0,0.0,0.5432422760348324,2012,0.44136943814863416,6.187500000000015,6.187500000000015,0.0,0.0,False,False,False
303,19023.0,3329.0,4106.0,0.76,0.76,0.5442014579191518,2012,0.4412193505632869,5.11,5.11,0.0,0.0,False,True,True
770,19025.0,1398.0,3468.0,0.0,0.0,0.49684813753581664,2016,0.2002865329512894,9.75,6.1000000000000005,3.6499999999999995,0.0,True,False,False
304,19025.0,2238.0,2891.0,0.0,0.0,0.552772466539197,2012,0.42791586998087955,6.1000000000000005,6.1000000000000005,0.0,0.0,False,False,False
771,19027.0,3309.0,6638.0,0.0,0.783333333333333,0.43053573744973406,2016,0.21461927617070956,9.700000000000001,6.56666666666665,3.1333333333333506,-0.783333333333333,True,False,True
305,19027.0,4947.0,5601.0,0.783333333333333,0.783333333333333,0.5247329960652052,2012,0.4634626194491287,6.56666666666665,6.56666666666665,0.0,0.0,False,True,True
306,19029.0,2858.0,4217.0,1.8133333333333301,1.8133333333333301,0.5852879944482998,2012,0.39666897987508676,6.6166666666666645,6.6166666666666645,0.0,0.0,False,True,True
772,19029.0,1951.0,4761.0,0.075,1.8133333333333301,0.4637638807714787,2016,0.19004480810442237,10.850000000000001,6.6166666666666645,4.233333333333337,-1.7383333333333302,True,False,True
307,19031.0,4972.0,4529.0,1.7,1.7,0.4693750647735517,2012,0.5152865581925589,5.466666666666651,5.466666666666651,0.0,0.0,False,True,True
773,19031.0,3599.0,5295.0,0.3,1.7,0.41474112947442626,2016,0.28189864494399625,11.1,5.466666666666651,5.633333333333349,-1.4,True,True,True
308,19033.0,13316.0,10128.0,0.0125,0.0125,0.42511752854264606,2012,0.5589321692411015,5.2374999999999865,5.2374999999999865,0.0,0.0,False,False,False
774,19033.0,9862.0,11621.0,0.0,0.0125,0.35590469190248686,2016,0.30203356609089793,8.75,5.2374999999999865,3.5125000000000135,-0.0125,True,False,False
775,19035.0,1679.0,4192.0,0.0,0.0,0.47244449453397946,2016,0.18922574101205905,8.9,5.558333333333316,3.3416666666666845,0.0,True,False,False
309,19035.0,2634.0,3662.0,0.0,0.0,0.5708495713172252,2012,0.4106001558846454,5.558333333333316,5.558333333333316,0.0,0.0,False,False,False
776,19037.0,2266.0,3742.0,0.2,0.0277777777777778,0.4087383943200437,2016,0.24751501911523757,10.0,4.05,5.95,0.17222222222222222,True,False,False
310,19037.0,3554.0,2836.0,0.0277777777777778,0.0277777777777778,0.43738433066008636,2012,0.5481184454040715,4.05,4.05,0.0,0.0,False,False,False
777,19039.0,1465.0,2713.0,0.0,2.6222222222222205,0.4320063694267516,2016,0.23328025477707007,10.3,6.291666666666651,4.00833333333335,-2.6222222222222205,True,False,True
311,19039.0,2189.0,2124.0,2.6222222222222205,2.6222222222222205,0.47945823927765235,2012,0.49413092550790066,6.291666666666651,6.291666666666651,0.0,0.0,False,True,True
778,19041.0,2249.0,5877.0,0.0,0.0,0.46653965229816624,2016,0.1785345717234262,6.55,7.237500000000014,-0.6875000000000142,0.0,True,False,False
312,19041.0,3385.0,4951.0,0.0,0.0,0.5823335685721007,2012,0.398141613737944,7.237500000000014,7.237500000000014,0.0,0.0,False,False,False
313,19043.0,4806.0,4164.0,1.4266666666666699,1.4266666666666699,0.4556795797767564,2012,0.525935653315824,4.972222222222223,4.972222222222223,0.0,0.0,False,True,True
779,19043.0,3237.0,5317.0,0.64,1.4266666666666699,0.4268282893152444,2016,0.25985389740708037,9.916666666666684,4.972222222222223,4.944444444444461,-0.7866666666666698,True,True,True
314,19045.0,15141.0,9432.0,2.34166666666667,2.34166666666667,0.37728,2012,0.60564,5.645833333333317,5.645833333333317,0.0,0.0,False,True,True
780,19045.0,10095.0,11276.0,0.0,2.34166666666667,0.32523795788866455,2016,0.29117392558407845,12.5,5.645833333333317,6.854166666666683,-2.34166666666667,True,False,True
315,19047.0,3066.0,3595.0,0.12777777777777802,0.12777777777777802,0.5324348341232228,2012,0.4540876777251185,6.016666666666683,6.016666666666683,0.0,0.0,False,False,False
781,19047.0,1991.0,4617.0,0.25,0.12777777777777802,0.45136376967445496,2016,0.1946426825691661,8.9,6.016666666666683,2.8833333333333178,0.12222222222222198,True,True,False
316,19049.0,16576.0,20988.0,2.0625,2.0625,0.5506349039773324,2012,0.43488298877111975,6.616666666666651,6.616666666666651,0.0,0.0,False,True,True
782,19049.0,15701.0,19339.0,0.0,2.0625,0.32658954656759265,2016,0.2651524107067466,10.3,6.616666666666651,3.6833333333333496,-2.0625,True,False,True
317,19051.0,1520.0,2138.0,4.45,4.45,0.5666578319639544,2012,0.4028624436787702,7.166666666666682,7.166666666666682,0.0,0.0,False,True,True
318,19053.0,1791.0,1947.0,4.00555555555556,4.00555555555556,0.507957213670754,2012,0.46725802243673364,7.681944444444451,7.681944444444451,0.0,0.0,False,True,True
784,19053.0,1201.0,2296.0,0.0,4.00555555555556,0.4458252427184466,2016,0.23320388349514562,12.225000000000001,7.681944444444451,4.543055555555551,-4.00555555555556,True,False,True
319,19055.0,4616.0,4636.0,2.4166666666666696,2.4166666666666696,0.49434847515461716,2012,0.49221582426956706,3.8083333333333353,3.8083333333333353,0.0,0.0,False,True,True
785,19055.0,2957.0,5694.0,0.25,2.4166666666666696,0.4700734747791629,2016,0.24411788987038718,9.700000000000001,3.8083333333333353,5.891666666666666,-2.1666666666666696,True,True,True
320,19057.0,11888.0,8136.0,7.61333333333333,7.61333333333333,0.3991169977924945,2012,0.5831739023792004,6.8263888888889035,6.8263888888889035,0.0,0.0,False,True,True
786,19057.0,8212.0,9529.0,0.18333333333333302,7.61333333333333,0.33031752634498057,2016,0.2846644481419856,13.43333333333335,6.8263888888889035,6.606944444444446,-7.429999999999997,True,False,True
787,19059.0,3056.0,6753.0,0.0,0.0,0.4931356798597926,2016,0.2231634292390828,8.616666666666651,6.194444444444429,2.4222222222222225,0.0,True,False,False
321,19059.0,4095.0,5912.0,0.0,0.0,0.581947042031696,2012,0.40309085539915346,6.194444444444429,6.194444444444429,0.0,0.0,False,False,False
788,19061.0,22850.0,23460.0,0.54,2.55,0.32855302223965044,2016,0.32001008346871324,11.049999999999986,4.675000000000001,6.374999999999986,-2.01,True,True,True
322,19061.0,28768.0,21280.0,2.55,2.55,0.41812394388336543,2012,0.565253271505482,4.675000000000001,4.675000000000001,0.0,0.0,False,True,True
323,19063.0,2099.0,2507.0,0.0,0.0,0.5348837209302325,2012,0.44783443567313846,5.816666666666682,5.816666666666682,0.0,0.0,False,False,False
789,19063.0,1357.0,3124.0,0.0,0.0,0.4138844727080021,2016,0.17978272390037095,8.475,5.816666666666682,2.6583333333333172,0.0,True,False,False
324,19065.0,5732.0,4492.0,0.693333333333333,0.693333333333333,0.4333397646150878,2012,0.5529616052479259,4.529166666666665,4.529166666666665,0.0,0.0,False,True,True
790,19065.0,3689.0,5620.0,0.46,0.693333333333333,0.4342450934940504,2016,0.285040951939422,11.375,4.529166666666665,6.845833333333335,-0.233333333333333,True,True,True
325,19067.0,4680.0,3472.0,0.025,0.025,0.4204917040087199,2012,0.5667918130071454,6.050000000000016,6.050000000000016,0.0,0.0,False,False,False
791,19067.0,3179.0,4375.0,0.15,0.025,0.38407514704591345,2016,0.2790799754191906,8.9,6.050000000000016,2.8499999999999845,0.125,True,False,False
326,19069.0,2266.0,2823.0,0.111111111111111,0.111111111111111,0.5443501735441574,2012,0.43694562283069804,5.5,5.5,0.0,0.0,False,False,False
792,19069.0,1493.0,3163.0,0.0,0.111111111111111,0.44935360136383007,2016,0.21210399204432448,9.75,5.5,4.25,-0.111111111111111,True,False,False
793,19071.0,963.0,2407.0,0.325,1.05555555555556,0.41629194050501556,2016,0.16655136630923556,9.425,8.554166666666685,0.8708333333333158,-0.7305555555555601,True,True,True
327,19071.0,1637.0,1972.0,1.05555555555556,1.05555555555556,0.5376226826608506,2012,0.4462922573609597,8.554166666666685,8.554166666666685,0.0,0.0,False,True,True
328,19073.0,2375.0,2380.0,1.02777777777778,1.02777777777778,0.49112670243499795,2012,0.49009492364836976,6.3999999999999835,6.3999999999999835,0.0,0.0,False,True,True
795,19075.0,1856.0,4527.0,0.0,1.55,0.488244176013805,2016,0.2001725625539258,11.1,5.608333333333349,5.49166666666665,-1.55,True,False,True
329,19075.0,2635.0,4215.0,1.55,1.55,0.6054294742889974,2012,0.3784831944843436,5.608333333333349,5.608333333333349,0.0,0.0,False,True,True
330,19077.0,2569.0,3171.0,1.825,1.825,0.5385529891304348,2012,0.43631114130434784,6.1416666666666835,6.1416666666666835,0.0,0.0,False,True,True
796,19077.0,1732.0,3628.0,0.0,1.825,0.4446623360705969,2016,0.21228091677901703,10.55,6.1416666666666835,4.408333333333317,-1.825,True,False,True
331,19079.0,3782.0,3991.0,0.3583333333333329,0.3583333333333329,0.5034691560489466,2012,0.4771035700769522,5.233333333333316,5.233333333333316,0.0,0.0,False,True,True
797,19079.0,2726.0,4463.0,0.0,0.3583333333333329,0.4174148896371119,2016,0.2549569771791994,10.3,5.233333333333316,5.066666666666685,-0.3583333333333329,True,False,True
798,19081.0,1587.0,3977.0,0.0,0.0,0.47892581888246627,2016,0.19111271676300579,11.649999999999999,4.4625,7.187499999999998,0.0,True,False,False
332,19081.0,2521.0,3317.0,0.0,0.0,0.559831223628692,2012,0.42548523206751054,4.4625,4.4625,0.0,0.0,False,False,False
333,19083.0,4075.0,4670.0,1.51666666666667,1.51666666666667,0.5248370420319173,2012,0.4579680827152169,5.25416666666665,5.25416666666665,0.0,0.0,False,True,True
799,19083.0,2787.0,5254.0,0.2,1.51666666666667,0.42677280480870766,2016,0.22638290959304685,10.275,5.25416666666665,5.02083333333335,-1.31666666666667,True,False,True
334,19085.0,3136.0,4065.0,0.735416666666667,0.735416666666667,0.55517618137121,2012,0.42829827915869984,7.558333333333334,7.558333333333334,0.0,0.0,False,True,True
800,19085.0,2131.0,4902.0,0.783333333333333,0.735416666666667,0.5474036850921273,2016,0.23796761585706308,9.250000000000014,7.558333333333334,1.6916666666666806,0.04791666666666594,True,True,True
335,19087.0,4460.0,5035.0,6.39444444444444,6.39444444444444,0.5192327523976488,2012,0.4599360626998041,6.558333333333334,6.558333333333334,0.0,0.0,False,True,True
801,19087.0,2904.0,5779.0,0.1,6.39444444444444,0.39449791794661754,2016,0.198238787630555,12.2,6.558333333333334,5.641666666666666,-6.294444444444441,True,False,True
802,19089.0,1677.0,2611.0,0.0,0.0416666666666667,0.40119852489244007,2016,0.25768285187461587,10.25,4.7749999999999835,5.4750000000000165,-0.0416666666666667,True,False,False
336,19089.0,2768.0,1795.0,0.0416666666666667,0.0416666666666667,0.38643702906350913,2012,0.5959095801937567,4.7749999999999835,4.7749999999999835,0.0,0.0,False,False,False
803,19091.0,1252.0,3568.0,0.0,0.0,0.5162783967587903,2016,0.18116046881782666,10.55,7.56,2.990000000000001,0.0,True,False,False
337,19091.0,1972.0,3099.0,0.0,0.0,0.600814269096549,2012,0.38231872818922064,7.56,7.56,0.0,0.0,False,False,False
804,19093.0,792.0,2655.0,1.0,0.0,0.5083285468121769,2016,0.15163699023549684,8.049999999999999,6.199999999999984,1.8500000000000147,1.0,True,True,False
338,19093.0,1321.0,2286.0,0.0,0.0,0.6240786240786241,2012,0.36063336063336066,6.199999999999984,6.199999999999984,0.0,0.0,False,False,False
805,19095.0,3084.0,5205.0,0.0,1.05,0.4144108280254777,2016,0.24554140127388535,11.950000000000001,5.08333333333335,6.866666666666651,-1.05,True,False,True
339,19095.0,4144.0,4569.0,1.05,1.05,0.515339499210467,2012,0.46740356417775775,5.08333333333335,5.08333333333335,0.0,0.0,False,True,True
340,19097.0,5907.0,4177.0,1.25555555555556,1.25555555555556,0.40783050185510644,2012,0.5767428236672525,5.1499999999999835,5.1499999999999835,0.0,0.0,False,True,True
806,19097.0,3837.0,5824.0,0.666666666666667,1.25555555555556,0.38419420806121773,2016,0.2531169602216505,10.674999999999999,5.1499999999999835,5.5250000000000155,-0.588888888888893,True,True,True
807,19099.0,7109.0,10560.0,0.0,1.03333333333333,0.38995568685376664,2016,0.2625184638109306,10.46666666666665,7.17777777777778,3.288888888888871,-1.03333333333333,True,False,True
341,19099.0,10257.0,8877.0,1.03333333333333,1.03333333333333,0.454880860876249,2012,0.5255956956187549,7.17777777777778,7.17777777777778,0.0,0.0,False,True,True
342,19101.0,4798.0,3436.0,3.6,3.6,0.40281359906213365,2012,0.5624853458382181,6.43333333333335,6.43333333333335,0.0,0.0,False,True,True
808,19101.0,3710.0,3748.0,0.0,3.6,0.32274175492982005,2016,0.3194695599758891,13.6,6.43333333333335,7.16666666666665,-3.6,True,False,True
809,19103.0,50200.0,21044.0,0.0,1.17222222222222,0.18022523872735838,2016,0.42992335031901685,11.65,5.916666666666664,5.733333333333336,-1.17222222222222,True,False,True
343,19103.0,50666.0,23698.0,1.17222222222222,1.17222222222222,0.3119101833449597,2012,0.6668597075430722,5.916666666666664,5.916666666666664,0.0,0.0,False,True,True
344,19105.0,5534.0,4721.0,1.8,1.8,0.45181357067661976,2012,0.5296200593358216,4.666666666666651,4.666666666666651,0.0,0.0,False,True,True
810,19105.0,3787.0,5720.0,0.0,1.8,0.4099183029955568,2016,0.2713917156370933,10.8,4.666666666666651,6.13333333333335,-1.8,True,False,True
345,19107.0,2303.0,2843.0,1.26666666666667,1.26666666666667,0.5398784656285606,2012,0.43733383972654766,5.791666666666651,5.791666666666651,0.0,0.0,False,True,True
811,19107.0,1342.0,3390.0,0.0,1.26666666666667,0.46790890269151136,2016,0.1852311939268461,13.100000000000001,5.791666666666651,7.3083333333333504,-1.26666666666667,True,False,True
812,19109.0,2543.0,5653.0,0.0,0.0,0.48914078047936316,2016,0.22003980271696807,10.675,4.925000000000014,5.749999999999987,0.0,True,False,False
346,19109.0,3850.0,4937.0,0.0,0.0,0.553289252493556,2012,0.43146923680376553,4.925000000000014,4.925000000000014,0.0,0.0,False,False,False
347,19111.0,10714.0,7785.0,7.95833333333333,7.95833333333333,0.411665168420496,2012,0.5665485696155677,7.4416666666666895,7.4416666666666895,0.0,0.0,False,True,True
813,19111.0,6215.0,8803.0,2.08,7.95833333333333,0.3593061224489796,2016,0.2536734693877551,13.333333333333314,7.4416666666666895,5.891666666666625,-5.87833333333333,True,True,True
814,19113.0,58935.0,48390.0,0.03,1.47905303030303,0.31269385856079407,2016,0.38083514267990076,10.716666666666665,5.408333333333333,5.308333333333332,-1.44905303030303,True,False,True
348,19113.0,68581.0,47622.0,1.47905303030303,1.47905303030303,0.4020328737980465,2012,0.5789722505972833,5.408333333333333,5.408333333333333,0.0,0.0,False,True,True
350,19117.0,1987.0,2254.0,3.26,3.26,0.5213971778857275,2012,0.45963451306962755,5.3375,5.3375,0.0,0.0,False,True,True
816,19117.0,1239.0,2877.0,0.0,3.26,0.4695609596866329,2016,0.20221968336869595,9.700000000000001,5.3375,4.362500000000001,-3.26,True,False,True
351,19119.0,1423.0,4978.0,0.0,0.0,0.7647872176985712,2012,0.21862037179290214,4.691666666666684,4.691666666666684,0.0,0.0,False,False,False
817,19119.0,920.0,5192.0,1.8,0.0,0.6013435255964791,2016,0.10655547834144082,8.35,4.691666666666684,3.6583333333333155,1.8,True,True,False
352,19121.0,3630.0,4638.0,2.34,2.34,0.5483565854812013,2012,0.4291794750532041,5.95,5.95,0.0,0.0,False,True,True
818,19121.0,2678.0,5360.0,0.0,2.34,0.4546225614927905,2016,0.22714164546225615,11.4,5.95,5.45,-2.34,True,False,True
353,19123.0,4213.0,6448.0,1.5,1.5,0.5924836901589635,2012,0.38711752274189104,7.116666666666683,7.116666666666683,0.0,0.0,False,True,True
354,19125.0,7507.0,9828.0,2.22333333333333,2.22333333333333,0.5556623508791768,2012,0.42443602646011197,7.274999999999985,7.274999999999985,0.0,0.0,False,True,True
820,19125.0,5482.0,10962.0,0.25,2.22333333333333,0.43283582089552236,2016,0.21645739556187318,12.5,7.274999999999985,5.225000000000015,-1.97333333333333,True,True,True
355,19127.0,10257.0,8472.0,1.1,1.1,0.4443978178766261,2012,0.538029794376836,5.6624999999999845,5.6624999999999845,0.0,0.0,False,True,True
821,19127.0,7652.0,9146.0,0.0,1.1,0.3470967741935484,2016,0.29039848197343454,10.0,5.6624999999999845,4.3375000000000155,-1.1,True,False,True
822,19129.0,2090.0,5067.0,0.9,2.7277777777777796,0.45056019918193135,2016,0.18584385559309977,9.45,6.808333333333318,2.6416666666666817,-1.8277777777777797,True,True,True
356,19129.0,2848.0,4216.0,2.7277777777777796,2.7277777777777796,0.5845812534664449,2012,0.3948973932334997,6.808333333333318,6.808333333333318,0.0,0.0,False,True,True
357,19131.0,2831.0,2643.0,0.0,0.0,0.4731471535982814,2012,0.5068027210884354,4.824999999999983,4.824999999999983,0.0,0.0,False,False,False
823,19131.0,1888.0,3190.0,0.0,0.0,0.4269271948608137,2016,0.25267665952890794,10.25,4.824999999999983,5.425000000000017,0.0,True,False,False
358,19133.0,2101.0,2557.0,0.0333333333333333,0.0333333333333333,0.5392239561366512,2012,0.44306199915647404,6.309722222222206,6.309722222222206,0.0,0.0,False,False,False
824,19133.0,1247.0,3120.0,0.0,0.0333333333333333,0.4757548032936871,2016,0.19014943580359867,8.325,6.309722222222206,2.0152777777777935,-0.0333333333333333,True,False,False
359,19135.0,1731.0,2026.0,2.3333333333333304,2.3333333333333304,0.528981723237598,2012,0.45195822454308093,7.358333333333349,7.358333333333349,0.0,0.0,False,True,True
825,19135.0,1056.0,2638.0,0.0,2.3333333333333304,0.49990524919461815,2016,0.20011370096645822,12.25,7.358333333333349,4.891666666666651,-2.3333333333333304,True,False,True
360,19137.0,1922.0,3001.0,1.4,1.4,0.5972139303482588,2012,0.3824875621890547,8.108333333333334,8.108333333333334,0.0,0.0,False,True,True
826,19137.0,1314.0,3436.0,0.0,1.4,0.4522837962353561,2016,0.17296301171515072,10.85,8.108333333333334,2.7416666666666654,-1.4,True,False,True
361,19139.0,11323.0,8168.0,3.86666666666667,3.86666666666667,0.41117543418071983,2012,0.5699974830103196,6.351388888888883,6.351388888888883,0.0,0.0,False,True,True
827,19139.0,8368.0,9584.0,0.0,3.86666666666667,0.32398079913460887,2016,0.28287472111419104,13.416666666666684,6.351388888888883,7.0652777777778,-3.86666666666667,True,False,True
362,19141.0,1969.0,5266.0,0.0,0.0,0.7173409617218363,2012,0.26821958861190576,5.636111111111127,5.636111111111127,0.0,0.0,False,False,False
828,19141.0,1315.0,5752.0,0.0,0.0,0.5514860977948226,2016,0.12607861936720996,9.71666666666665,5.636111111111127,4.080555555555524,0.0,True,False,False
829,19143.0,552.0,2531.0,0.0,0.0,0.5610729328308579,2016,0.12236754599866992,9.45,4.000000000000014,5.449999999999985,0.0,True,False,False
363,19143.0,912.0,2230.0,0.0,0.0,0.6981840951784596,2012,0.2855353788353162,4.000000000000014,4.000000000000014,0.0,0.0,False,False,False
830,19145.0,1807.0,4893.0,0.0,1.4,0.46047430830039526,2016,0.17005458309806135,10.850000000000001,7.591666666666651,3.2583333333333506,-1.4,True,False,True
364,19145.0,2613.0,4348.0,1.4,1.4,0.6142110467580166,2012,0.36911993219381267,7.591666666666651,7.591666666666651,0.0,0.0,False,True,True
365,19147.0,2139.0,2660.0,0.0,0.0,0.5443012072846327,2012,0.4376918354818907,6.441666666666682,6.441666666666682,0.0,0.0,False,False,False
831,19147.0,1398.0,3081.0,0.0,0.0,0.4574610244988864,2016,0.20757238307349665,10.6,6.441666666666682,4.158333333333317,0.0,True,False,False
366,19149.0,4164.0,8597.0,0.0,0.0,0.6638610038610039,2012,0.32154440154440156,6.38333333333335,6.38333333333335,0.0,0.0,False,False,False
832,19149.0,2885.0,9680.0,0.0,0.0,0.521832884097035,2016,0.1555256064690027,9.2,6.38333333333335,2.8166666666666496,0.0,True,False,False
833,19151.0,963.0,2702.0,0.0,0.0,0.5010198405340256,2016,0.17856480623029852,10.25,6.383333333333334,3.8666666666666663,0.0,True,False,False
367,19151.0,1523.0,2396.0,0.0,0.0,0.5942460317460317,2012,0.3777281746031746,6.383333333333334,6.383333333333334,0.0,0.0,False,False,False
835,19155.0,15355.0,24447.0,0.88,2.07222222222222,0.38399434540171207,2016,0.2411843241969685,9.45,7.558333333333318,1.8916666666666817,-1.1922222222222203,True,True,True
