state,date,tweet_id,subj,pol
AK,2020-01-25,1221042339166091264,0.0,0.0
AK,2020-01-26,1221338601937491968,0.0,0.0
AK,2020-01-27,1221915864164874240,0.16666666666666666,0.125
AK,2020-01-28,1222006701185857536,0.4583333333333333,0.2875
AK,2020-01-29,1222459290470690048,0.3825,0.195
AK,2020-01-30,1222866276363574528,0.14983164983164982,0.08754208754208755
AK,2020-01-31,1223262664519179008,0.16666666666666666,0.12222222222222223
AK,2020-02-01,1223660385938468864,0.25,0.02500000000000001
AK,2020-02-02,1223990232485220352,0.75,-0.45
AK,2020-02-03,1224381108831211520,0.0,0.0
AK,2020-02-04,1224537607578640384,1.0,0.0
AK,2020-02-05,1225017042100594688,0.35,-0.1
AK,2020-02-06,1225506046582958848,0.23657407407407408,-0.03935185185185185
AK,2020-02-07,1225828031031214080,0.25,0.0
AK,2020-02-08,1226132863761833984,0.35,-0.3
AK,2020-02-09,1226419145576566784,0.75,0.0
AK,2020-02-10,1226982793206542336,1.0,0.6
AK,2020-02-11,1227326631634710528,0.35,0.35
AK,2020-02-12,1227573882908856320,0.16666666666666666,-0.13333333333333333
AK,2020-02-13,1227786894311710720,0.4257575757575758,0.03939393939393939
AK,2020-02-14,1228342291119168768,0.2027777777777778,0.03888888888888889
AK,2020-02-15,1228716301002709760,0.27777777777777773,0.25
AK,2020-02-17,1229469967403241472,0.6928571428571428,0.2035714285714286
AK,2020-02-18,1229773165867352064,0.0,0.0
AK,2020-02-19,1230225300761378816,0.30113636363636365,0.03409090909090909
AK,2020-02-20,1230531547725342720,0.6403571428571428,-0.18321428571428572
AK,2020-02-21,1230941721472562176,0.3888888888888889,0.16666666666666666
AK,2020-02-22,1231037318368153600,0.4545454545454545,0.13636363636363635
AK,2020-02-23,1231374310352121856,0.0,0.0
AK,2020-02-24,1232042184091697152,0.9,0.6
AK,2020-02-25,1232385398652863744,0.5238095238095238,0.007936507936507927
AK,2020-02-26,1232684350970541568,0.4014285714285714,-0.18285714285714288
AK,2020-02-27,1232992413063010304,0.5041666666666668,-0.15138888888888888
AK,2020-02-28,1233345623955596544,0.19294733044733045,0.1300937950937951
AK,2020-02-29,1233750776190672896,0.6571924603174604,-0.07495039682539684
AK,2020-03-01,1234013398496083968,0.43,-0.1
AK,2020-03-02,1234434326799178496,0.0,0.0
AK,2020-03-03,1234852132289674752,0.29855442176870745,0.06590136054421768
AK,2020-03-04,1235171102682378240,0.21666666666666667,0.125
AK,2020-03-05,1235488028296289024,0.2197278911564626,0.058418367346938775
AK,2020-03-06,1235909485030277888,0.35967261904761905,0.07092261904761905
AK,2020-03-07,1236223303927449344,0.3281051587301588,0.03616536458333334
AK,2020-03-08,1236584553642240768,0.30468750000000006,0.021874999999999995
AK,2020-03-09,1236996442649333760,0.41742424242424236,0.11401515151515151
AK,2020-03-10,1237376971105679360,0.3116959064327485,0.15657894736842107
AK,2020-03-11,1237723740203367424,0.305952380952381,0.05412382756132757
AK,2020-03-12,1238051685088649728,0.4075320512820513,0.025600961538461534
AK,2020-03-13,1238365783874577408,0.4067330447330448,0.09244300144300144
AK,2020-03-14,1238827233193081088,0.26203703703703707,-0.0919753086419753
AK,2020-03-15,1239128006523165696,0.3717787114845939,0.015980975723622778
AK,2020-03-16,1239519969073325824,0.40926573426573426,0.10402097902097901
AK,2020-03-17,1239902249548830464,0.18674603174603177,0.07674603174603177
AK,2020-03-18,1240205399437289216,0.5206879721585603,0.11471277905101432
AK,2020-03-19,1240610511344931584,0.16981922398589064,0.02522045855379189
AK,2020-03-20,1241003807281382912,0.21037037037037035,0.10740740740740741
AK,2020-03-21,1241317605441896704,0.28032407407407406,0.16605902777777778
AK,2020-03-22,1241702228249490432,0.20294612794612796,0.06116822991822991
AK,2020-03-23,1242027977211244288,0.28906371406371406,-0.04902874902874903
AK,2020-03-24,1242464443060528896,0.20951825951825953,0.06895881895881897
AK,2020-03-25,1242738317838664960,0.3638137325637325,0.11404220779220779
AK,2020-03-26,1243124860485911296,0.3356040564373897,0.17332451499118165
AK,2020-03-27,1243514121925299456,0.2902777777777778,0.12527777777777777
AK,2020-03-28,1243870029243402752,0.356267217630854,0.3402892561983471
AK,2020-03-29,1244217459682770688,0.3044444444444444,0.11354166666666667
AK,2020-03-30,1244595005558237696,0.2858807858807859,-0.09582917082917083
AK,2020-03-31,1244978489919862016,0.2666666666666667,-0.07395833333333333
AK,2020-04-01,1245315911630912256,0.4785082972582973,0.03953823953823954
AK,2020-04-02,1245704873044473344,0.4788294652877987,0.0880225869809203
AK,2020-04-03,1245984164327663104,0.41533189033189033,0.15207070707070708
AK,2020-04-04,1246385319115726080,0.44136215092097447,0.10311942959001784
AK,2020-04-05,1246682324553728256,0.3386487644300144,-0.058356620050955994
AK,2020-04-06,1247080424993326080,0.2340277777777778,0.03617424242424242
AK,2020-04-07,1247494010508532480,0.2066666666666667,0.19979166666666667
AK,2020-04-08,1247782202330942208,0.34084595959595965,0.022537878787878787
AK,2020-04-09,1248202881856178944,0.29591329966329966,0.07426820286195286
AK,2020-04-10,1248532293241790208,0.22833333333333333,0.13763888888888887
AK,2020-04-11,1248965893820961280,0.43945566778900114,0.05046015712682379
AK,2020-04-12,1249330116093925632,0.3438492063492063,0.12976190476190477
AK,2020-04-13,1249638286491942400,0.36204212454212453,0.08096382783882784
AK,2020-04-14,1249998518423598336,0.3624717544360401,0.04865194329480043
AK,2020-04-15,1250360134182398720,0.28705001139211667,0.03772214627477785
AK,2020-04-16,1250775619294172928,0.2918650793650793,0.06282467532467532
