state,date,outside
DE,2020-03-12,0.00572
DC,2020-03-12,-0.00517
FL,2020-03-12,-0.00040199999999999996
GA,2020-03-12,0.011000000000000001
HI,2020-03-12,-0.0105
ID,2020-03-12,0.0163
IL,2020-03-12,0.0116
IN,2020-03-12,0.0119
IA,2020-03-12,0.0217
KS,2020-03-12,0.0188
KY,2020-03-12,0.00799
LA,2020-03-12,0.0168
ME,2020-03-12,0.00442
MD,2020-03-12,0.00259
MA,2020-03-12,-0.00618
MI,2020-03-12,0.008
MN,2020-03-12,0.0007570000000000001
MS,2020-03-12,0.0144
MO,2020-03-12,0.0203
MT,2020-03-12,0.008409999999999999
NE,2020-03-12,0.00594
NV,2020-03-12,-0.0061200000000000004
NH,2020-03-12,0.0012900000000000001
NJ,2020-03-12,-0.00757
NM,2020-03-12,0.0167
NY,2020-03-12,-0.0018399999999999998
NC,2020-03-12,0.0126
ND,2020-03-12,0.00952
OH,2020-03-12,0.0108
OK,2020-03-12,0.0136
OR,2020-03-12,-0.00282
PA,2020-03-12,0.0041
RI,2020-03-12,0.00018
SC,2020-03-12,0.0154
SD,2020-03-12,0.0138
TN,2020-03-12,0.0133
TX,2020-03-12,0.0028699999999999997
UT,2020-03-12,0.00979
VT,2020-03-12,0.0025
VA,2020-03-12,0.00541
WA,2020-03-12,-0.0338
WV,2020-03-12,0.00555
WI,2020-03-12,0.007690000000000001
WY,2020-03-12,0.0136
AL,2020-03-13,0.0126
AK,2020-03-13,-0.011000000000000001
AZ,2020-03-13,-0.00805
AR,2020-03-13,0.0091
CA,2020-03-13,-0.0242
CO,2020-03-13,-5.16e-05
CT,2020-03-13,-0.00698
DE,2020-03-13,0.00295
DC,2020-03-13,-0.0107
FL,2020-03-13,-0.00317
GA,2020-03-13,0.00683
HI,2020-03-13,-0.0132
ID,2020-03-13,0.0149
IL,2020-03-13,0.00881
IN,2020-03-13,0.0105
IA,2020-03-13,0.0189
KS,2020-03-13,0.0119
KY,2020-03-13,0.005220000000000001
LA,2020-03-13,0.0155
ME,2020-03-13,-0.0011099999999999999
MD,2020-03-13,-0.000175
MA,2020-03-13,-0.0159
MI,2020-03-13,0.00385
MN,2020-03-13,-0.00339
MS,2020-03-13,0.0103
MO,2020-03-13,0.0161
MT,2020-03-13,0.00426
NE,2020-03-13,-0.000981
NV,2020-03-13,-0.0103
NH,2020-03-13,-0.00286
NJ,2020-03-13,-0.0131
NM,2020-03-13,0.00974
NY,2020-03-13,-0.007370000000000001
NC,2020-03-13,0.0112
ND,2020-03-13,0.00675
OH,2020-03-13,0.00806
OK,2020-03-13,0.00663
OR,2020-03-13,-0.0069700000000000005
PA,2020-03-13,0.00134
RI,2020-03-13,-0.0039700000000000004
SC,2020-03-13,0.013999999999999999
SD,2020-03-13,0.00823
TN,2020-03-13,0.009170000000000001
TX,2020-03-13,-0.00543
UT,2020-03-13,0.00426
VT,2020-03-13,-0.00165
VA,2020-03-13,0.00126
WA,2020-03-13,-0.0393
WV,2020-03-13,0.0069299999999999995
WI,2020-03-13,0.0049299999999999995
WY,2020-03-13,0.00805
AL,2020-03-14,0.007640000000000001
AK,2020-03-14,-0.016
AZ,2020-03-14,-0.0181
AR,2020-03-14,-0.0059299999999999995
CA,2020-03-14,-0.0368
CO,2020-03-14,-0.0176
CT,2020-03-14,-0.017
DE,2020-03-14,-0.00456
DC,2020-03-14,-0.0232
FL,2020-03-14,-0.0107
GA,2020-03-14,-0.0031899999999999997
HI,2020-03-14,-0.0182
ID,2020-03-14,0.0049
IL,2020-03-14,-0.00621
IN,2020-03-14,-0.004520000000000001
IA,2020-03-14,0.0038799999999999998
KS,2020-03-14,-0.0031
KY,2020-03-14,-0.0073
LA,2020-03-14,0.0054399999999999995
ME,2020-03-14,-0.0061200000000000004
MD,2020-03-14,-0.0102
MA,2020-03-14,-0.0284
MI,2020-03-14,-0.0112
MN,2020-03-14,-0.0159
MS,2020-03-14,0.00524
MO,2020-03-14,0.0011099999999999999
MT,2020-03-14,-0.00826
NE,2020-03-14,-0.0235
NV,2020-03-14,-0.0178
NH,2020-03-14,-0.0104
NJ,2020-03-14,-0.0256
NM,2020-03-14,-0.00278
NY,2020-03-14,-0.0199
NC,2020-03-14,0.0036899999999999997
ND,2020-03-14,-0.00577
OH,2020-03-14,-0.0069700000000000005
OK,2020-03-14,-0.00589
OR,2020-03-14,-0.022000000000000002
PA,2020-03-14,-0.00868
RI,2020-03-14,-0.0115
SC,2020-03-14,0.00902
SD,2020-03-14,-0.0168
TN,2020-03-14,-0.00336
TX,2020-03-14,-0.0155
UT,2020-03-14,-0.00827
VT,2020-03-14,-0.0117
VA,2020-03-14,-0.008759999999999999
WA,2020-03-14,-0.0519
WV,2020-03-14,-0.000579
WI,2020-03-14,-0.0076
WY,2020-03-14,-0.00698
AL,2020-03-15,-0.00108
AK,2020-03-15,-0.0189
AZ,2020-03-15,-0.0268
AR,2020-03-15,-0.0205
CA,2020-03-15,-0.0542
CO,2020-03-15,-0.0292
CT,2020-03-15,-0.0315
DE,2020-03-15,-0.0162
DC,2020-03-15,-0.0436
FL,2020-03-15,-0.0165
GA,2020-03-15,-0.0148
HI,2020-03-15,-0.0241
ID,2020-03-15,-0.00672
IL,2020-03-15,-0.0207
IN,2020-03-15,-0.0161
IA,2020-03-15,-0.00775
KS,2020-03-15,-0.0147
KY,2020-03-15,-0.0218
LA,2020-03-15,-0.00619
ME,2020-03-15,-0.0178
MD,2020-03-15,-0.0276
MA,2020-03-15,-0.0429
MI,2020-03-15,-0.0257
MN,2020-03-15,-0.0304
MS,2020-03-15,-0.0034799999999999996
MO,2020-03-15,-0.0105
MT,2020-03-15,-0.0199
NE,2020-03-15,-0.040999999999999995
NV,2020-03-15,-0.0265
NH,2020-03-15,-0.022000000000000002
NJ,2020-03-15,-0.0402
NM,2020-03-15,-0.0115
NY,2020-03-15,-0.0344
NC,2020-03-15,-0.00793
ND,2020-03-15,-0.0174
OH,2020-03-15,-0.0215
OK,2020-03-15,-0.0117
OR,2020-03-15,-0.0336
PA,2020-03-15,-0.0232
RI,2020-03-15,-0.026000000000000002
SC,2020-03-15,0.00321
SD,2020-03-15,-0.0343
TN,2020-03-15,-0.0179
TX,2020-03-15,-0.0271
UT,2020-03-15,-0.0228
VT,2020-03-15,-0.0262
VA,2020-03-15,-0.0262
WA,2020-03-15,-0.0606
WV,2020-03-15,-0.0122
WI,2020-03-15,-0.0192
WY,2020-03-15,-0.0128
AL,2020-03-16,-0.00955
AK,2020-03-16,-0.0223
AZ,2020-03-16,-0.0352
AR,2020-03-16,-0.0289
CA,2020-03-16,-0.0711
CO,2020-03-16,-0.0428
CT,2020-03-16,-0.0485
DE,2020-03-16,-0.0297
DC,2020-03-16,-0.069
FL,2020-03-16,-0.0267
GA,2020-03-16,-0.0284
HI,2020-03-16,-0.0342
ID,2020-03-16,-0.0135
IL,2020-03-16,-0.0326
IN,2020-03-16,-0.0263
IA,2020-03-16,-0.0145
KS,2020-03-16,-0.0249
KY,2020-03-16,-0.0337
LA,2020-03-16,-0.0146
ME,2020-03-16,-0.0279
MD,2020-03-16,-0.0446
MA,2020-03-16,-0.0632
MI,2020-03-16,-0.0409
MN,2020-03-16,-0.0423
MS,2020-03-16,-0.00856
MO,2020-03-16,-0.0173
MT,2020-03-16,-0.03
NE,2020-03-16,-0.0494
NV,2020-03-16,-0.0367
NH,2020-03-16,-0.0355
NJ,2020-03-16,-0.0588
NM,2020-03-16,-0.0233
NY,2020-03-16,-0.0514
NC,2020-03-16,-0.0181
ND,2020-03-16,-0.0276
OH,2020-03-16,-0.0334
OK,2020-03-16,-0.0202
OR,2020-03-16,-0.0455
PA,2020-03-16,-0.0368
RI,2020-03-16,-0.0429
SC,2020-03-16,-0.00526
SD,2020-03-16,-0.0461
TN,2020-03-16,-0.027999999999999997
TX,2020-03-16,-0.0355
UT,2020-03-16,-0.0363
VT,2020-03-16,-0.0364
VA,2020-03-16,-0.0414
WA,2020-03-16,-0.0707
WV,2020-03-16,-0.0207
WI,2020-03-16,-0.0277
WY,2020-03-16,-0.0213
AL,2020-03-17,-0.0193
AK,2020-03-17,-0.0293
AZ,2020-03-17,-0.0436
AR,2020-03-17,-0.0415
CA,2020-03-17,-0.0865
CO,2020-03-17,-0.0609
CT,2020-03-17,-0.068
DE,2020-03-17,-0.0451
DC,2020-03-17,-0.0955
FL,2020-03-17,-0.0378
GA,2020-03-17,-0.0423
HI,2020-03-17,-0.0496
ID,2020-03-17,-0.0247
IL,2020-03-17,-0.0493
IN,2020-03-17,-0.0375
IA,2020-03-17,-0.0257
KS,2020-03-17,-0.0374
KY,2020-03-17,-0.0434
LA,2020-03-17,-0.0272
ME,2020-03-17,-0.0419
MD,2020-03-17,-0.0641
MA,2020-03-17,-0.0856
MI,2020-03-17,-0.0563
MN,2020-03-17,-0.0562
MS,2020-03-17,-0.0169
MO,2020-03-17,-0.0284
MT,2020-03-17,-0.0412
NE,2020-03-17,-0.062
NV,2020-03-17,-0.0478
NH,2020-03-17,-0.0509
NJ,2020-03-17,-0.0797
NM,2020-03-17,-0.0373
NY,2020-03-17,-0.0695
NC,2020-03-17,-0.0306
ND,2020-03-17,-0.0373
OH,2020-03-17,-0.0473
OK,2020-03-17,-0.0327
OR,2020-03-17,-0.0594
PA,2020-03-17,-0.0535
RI,2020-03-17,-0.0625
SC,2020-03-17,-0.015
SD,2020-03-17,-0.0587
TN,2020-03-17,-0.0378
TX,2020-03-17,-0.0481
UT,2020-03-17,-0.0517
VT,2020-03-17,-0.0503
VA,2020-03-17,-0.0568
WA,2020-03-17,-0.0833
WV,2020-03-17,-0.028999999999999998
WI,2020-03-17,-0.0402
WY,2020-03-17,-0.031
AL,2020-03-18,-0.0337
AK,2020-03-18,-0.0405
AZ,2020-03-18,-0.057999999999999996
AR,2020-03-18,-0.0559
CA,2020-03-18,-0.11
CO,2020-03-18,-0.0849
CT,2020-03-18,-0.0904
DE,2020-03-18,-0.0643
DC,2020-03-18,-0.126
FL,2020-03-18,-0.0538
GA,2020-03-18,-0.0615
HI,2020-03-18,-0.0672
ID,2020-03-18,-0.0407
IL,2020-03-18,-0.0749
IN,2020-03-18,-0.0567
IA,2020-03-18,-0.0465
KS,2020-03-18,-0.055
KY,2020-03-18,-0.0594
LA,2020-03-18,-0.0448
ME,2020-03-18,-0.0595
MD,2020-03-18,-0.0897
MA,2020-03-18,-0.111
MI,2020-03-18,-0.0771
MN,2020-03-18,-0.0786
MS,2020-03-18,-0.0281
MO,2020-03-18,-0.046
MT,2020-03-18,-0.0572
NE,2020-03-18,-0.0796
NV,2020-03-18,-0.0686
NH,2020-03-18,-0.0701
NJ,2020-03-18,-0.105
NM,2020-03-18,-0.0565
NY,2020-03-18,-0.0935
NC,2020-03-18,-0.0482
ND,2020-03-18,-0.0549
OH,2020-03-18,-0.0665
OK,2020-03-18,-0.0487
OR,2020-03-18,-0.077
PA,2020-03-18,-0.0759
RI,2020-03-18,-0.0833
SC,2020-03-18,-0.031
SD,2020-03-18,-0.0747
TN,2020-03-18,-0.0522
TX,2020-03-18,-0.0657
UT,2020-03-18,-0.0805
VT,2020-03-18,-0.0695
VA,2020-03-18,-0.0776
WA,2020-03-18,-0.0993
WV,2020-03-18,-0.0402
WI,2020-03-18,-0.0626
WY,2020-03-18,-0.0438
AL,2020-03-19,-0.0495
AK,2020-03-19,-0.052000000000000005
AZ,2020-03-19,-0.0709
AR,2020-03-19,-0.0717
CA,2020-03-19,-0.131
CO,2020-03-19,-0.115
CT,2020-03-19,-0.11199999999999999
DE,2020-03-19,-0.0844
DC,2020-03-19,-0.153
FL,2020-03-19,-0.0711
GA,2020-03-19,-0.0802
HI,2020-03-19,-0.0844
ID,2020-03-19,-0.0565
IL,2020-03-19,-0.0979
IN,2020-03-19,-0.0739
IA,2020-03-19,-0.068
KS,2020-03-19,-0.0723
KY,2020-03-19,-0.0738
LA,2020-03-19,-0.062
ME,2020-03-19,-0.0796
MD,2020-03-19,-0.113
MA,2020-03-19,-0.13699999999999998
MI,2020-03-19,-0.0972
MN,2020-03-19,-0.102
MS,2020-03-19,-0.0411
MO,2020-03-19,-0.0647
MT,2020-03-19,-0.0744
NE,2020-03-19,-0.0983
NV,2020-03-19,-0.0916
NH,2020-03-19,-0.0931
NJ,2020-03-19,-0.131
NM,2020-03-19,-0.0752
NY,2020-03-19,-0.11599999999999999
NC,2020-03-19,-0.064
ND,2020-03-19,-0.075
OH,2020-03-19,-0.0866
OK,2020-03-19,-0.0674
OR,2020-03-19,-0.0928
PA,2020-03-19,-0.0974
RI,2020-03-19,-0.106
SC,2020-03-19,-0.0468
SD,2020-03-19,-0.0933
TN,2020-03-19,-0.0651
TX,2020-03-19,-0.0829
UT,2020-03-19,-0.10300000000000001
VT,2020-03-19,-0.0896
VA,2020-03-19,-0.0977
WA,2020-03-19,-0.114
WV,2020-03-19,-0.0532
WI,2020-03-19,-0.0842
WY,2020-03-19,-0.0639
AL,2020-03-20,-0.0689
AK,2020-03-20,-0.0644
AZ,2020-03-20,-0.0848
AR,2020-03-20,-0.0841
CA,2020-03-20,-0.153
CO,2020-03-20,-0.13699999999999998
CT,2020-03-20,-0.129
DE,2020-03-20,-0.10099999999999999
DC,2020-03-20,-0.177
FL,2020-03-20,-0.0876
GA,2020-03-20,-0.0968
HI,2020-03-20,-0.10400000000000001
ID,2020-03-20,-0.0703
IL,2020-03-20,-0.12
IN,2020-03-20,-0.0919
IA,2020-03-20,-0.0888
KS,2020-03-20,-0.0875
KY,2020-03-20,-0.08900000000000001
LA,2020-03-20,-0.0828
ME,2020-03-20,-0.0976
MD,2020-03-20,-0.133
MA,2020-03-20,-0.154
MI,2020-03-20,-0.11699999999999999
MN,2020-03-20,-0.124
MS,2020-03-20,-0.0563
MO,2020-03-20,-0.0827
MT,2020-03-20,-0.0883
NE,2020-03-20,-0.11599999999999999
NV,2020-03-20,-0.115
NH,2020-03-20,-0.11199999999999999
NJ,2020-03-20,-0.152
NM,2020-03-20,-0.08900000000000001
NY,2020-03-20,-0.13699999999999998
NC,2020-03-20,-0.0793
ND,2020-03-20,-0.0958
OH,2020-03-20,-0.106
OK,2020-03-20,-0.0812
OR,2020-03-20,-0.105
PA,2020-03-20,-0.12
RI,2020-03-20,-0.126
SC,2020-03-20,-0.062
SD,2020-03-20,-0.11
TN,2020-03-20,-0.0804
TX,2020-03-20,-0.10099999999999999
UT,2020-03-20,-0.121
VT,2020-03-20,-0.109
VA,2020-03-20,-0.114
WA,2020-03-20,-0.125
WV,2020-03-20,-0.0684
WI,2020-03-20,-0.106
WY,2020-03-20,-0.0805
AL,2020-03-21,-0.0889
AK,2020-03-21,-0.0819
AZ,2020-03-21,-0.105
AR,2020-03-21,-0.0941
CA,2020-03-21,-0.17800000000000002
CO,2020-03-21,-0.157
CT,2020-03-21,-0.149
DE,2020-03-21,-0.124
DC,2020-03-21,-0.19899999999999998
FL,2020-03-21,-0.11
GA,2020-03-21,-0.114
HI,2020-03-21,-0.129
ID,2020-03-21,-0.0803
IL,2020-03-21,-0.145
IN,2020-03-21,-0.109
IA,2020-03-21,-0.106
KS,2020-03-21,-0.10300000000000001
KY,2020-03-21,-0.10400000000000001
LA,2020-03-21,-0.10800000000000001
ME,2020-03-21,-0.11800000000000001
MD,2020-03-21,-0.156
MA,2020-03-21,-0.174
MI,2020-03-21,-0.134
MN,2020-03-21,-0.149
MS,2020-03-21,-0.0813
MO,2020-03-21,-0.0977
MT,2020-03-21,-0.0983
NE,2020-03-21,-0.126
NV,2020-03-21,-0.145
NH,2020-03-21,-0.135
NJ,2020-03-21,-0.177
NM,2020-03-21,-0.109
NY,2020-03-21,-0.16
NC,2020-03-21,-0.0968
ND,2020-03-21,-0.121
OH,2020-03-21,-0.124
OK,2020-03-21,-0.0963
OR,2020-03-21,-0.11
PA,2020-03-21,-0.145
RI,2020-03-21,-0.146
SC,2020-03-21,-0.0796
SD,2020-03-21,-0.115
TN,2020-03-21,-0.0954
TX,2020-03-21,-0.128
UT,2020-03-21,-0.136
VT,2020-03-21,-0.129
VA,2020-03-21,-0.134
WA,2020-03-21,-0.135
WV,2020-03-21,-0.0859
WI,2020-03-21,-0.129
WY,2020-03-21,-0.0956
AL,2020-03-22,-0.109
AK,2020-03-22,-0.0994
AZ,2020-03-22,-0.125
AR,2020-03-22,-0.11199999999999999
CA,2020-03-22,-0.201
CO,2020-03-22,-0.175
CT,2020-03-22,-0.166
DE,2020-03-22,-0.14400000000000002
DC,2020-03-22,-0.217
FL,2020-03-22,-0.133
GA,2020-03-22,-0.135
HI,2020-03-22,-0.152
ID,2020-03-22,-0.0861
IL,2020-03-22,-0.177
IN,2020-03-22,-0.13
IA,2020-03-22,-0.13
KS,2020-03-22,-0.12
KY,2020-03-22,-0.121
LA,2020-03-22,-0.131
ME,2020-03-22,-0.135
MD,2020-03-22,-0.17300000000000001
MA,2020-03-22,-0.19399999999999998
MI,2020-03-22,-0.152
MN,2020-03-22,-0.172
MS,2020-03-22,-0.105
MO,2020-03-22,-0.11800000000000001
MT,2020-03-22,-0.107
NE,2020-03-22,-0.141
NV,2020-03-22,-0.174
NH,2020-03-22,-0.152
NJ,2020-03-22,-0.20600000000000002
NM,2020-03-22,-0.124
NY,2020-03-22,-0.18600000000000003
NC,2020-03-22,-0.114
ND,2020-03-22,-0.138
OH,2020-03-22,-0.138
OK,2020-03-22,-0.11699999999999999
OR,2020-03-22,-0.122
PA,2020-03-22,-0.165
RI,2020-03-22,-0.166
SC,2020-03-22,-0.10300000000000001
SD,2020-03-22,-0.124
TN,2020-03-22,-0.11
TX,2020-03-22,-0.152
UT,2020-03-22,-0.145
VT,2020-03-22,-0.146
VA,2020-03-22,-0.149
WA,2020-03-22,-0.149
WV,2020-03-22,-0.10300000000000001
WI,2020-03-22,-0.152
WY,2020-03-22,-0.113
AL,2020-03-23,-0.126
AK,2020-03-23,-0.11599999999999999
AZ,2020-03-23,-0.139
AR,2020-03-23,-0.122
CA,2020-03-23,-0.218
CO,2020-03-23,-0.19
CT,2020-03-23,-0.18600000000000003
DE,2020-03-23,-0.161
DC,2020-03-23,-0.235
FL,2020-03-23,-0.149
GA,2020-03-23,-0.15
HI,2020-03-23,-0.16699999999999998
ID,2020-03-23,-0.0997
IL,2020-03-23,-0.19899999999999998
IN,2020-03-23,-0.14300000000000002
IA,2020-03-23,-0.146
KS,2020-03-23,-0.13
KY,2020-03-23,-0.133
LA,2020-03-23,-0.14800000000000002
ME,2020-03-23,-0.15
MD,2020-03-23,-0.19399999999999998
MA,2020-03-23,-0.209
MI,2020-03-23,-0.165
MN,2020-03-23,-0.187
MS,2020-03-23,-0.11800000000000001
MO,2020-03-23,-0.132
MT,2020-03-23,-0.11699999999999999
NE,2020-03-23,-0.151
NV,2020-03-23,-0.193
NH,2020-03-23,-0.16899999999999998
NJ,2020-03-23,-0.231
NM,2020-03-23,-0.13699999999999998
NY,2020-03-23,-0.213
NC,2020-03-23,-0.129
ND,2020-03-23,-0.15
OH,2020-03-23,-0.153
OK,2020-03-23,-0.128
OR,2020-03-23,-0.135
PA,2020-03-23,-0.187
RI,2020-03-23,-0.18100000000000002
SC,2020-03-23,-0.11800000000000001
SD,2020-03-23,-0.13
TN,2020-03-23,-0.125
TX,2020-03-23,-0.165
UT,2020-03-23,-0.157
VT,2020-03-23,-0.165
VA,2020-03-23,-0.166
WA,2020-03-23,-0.163
WV,2020-03-23,-0.11900000000000001
WI,2020-03-23,-0.16899999999999998
WY,2020-03-23,-0.125
AL,2020-03-24,-0.13699999999999998
AK,2020-03-24,-0.129
AZ,2020-03-24,-0.14800000000000002
AR,2020-03-24,-0.13
CA,2020-03-24,-0.22899999999999998
CO,2020-03-24,-0.19699999999999998
CT,2020-03-24,-0.196
DE,2020-03-24,-0.171
DC,2020-03-24,-0.244
FL,2020-03-24,-0.16
GA,2020-03-24,-0.16
HI,2020-03-24,-0.17800000000000002
ID,2020-03-24,-0.10800000000000001
IL,2020-03-24,-0.213
IN,2020-03-24,-0.154
IA,2020-03-24,-0.158
KS,2020-03-24,-0.141
KY,2020-03-24,-0.145
LA,2020-03-24,-0.161
ME,2020-03-24,-0.16
MD,2020-03-24,-0.203
MA,2020-03-24,-0.21899999999999997
MI,2020-03-24,-0.185
MN,2020-03-24,-0.2
MS,2020-03-24,-0.129
MO,2020-03-24,-0.147
MT,2020-03-24,-0.126
NE,2020-03-24,-0.158
NV,2020-03-24,-0.207
NH,2020-03-24,-0.182
NJ,2020-03-24,-0.243
NM,2020-03-24,-0.14800000000000002
NY,2020-03-24,-0.228
NC,2020-03-24,-0.138
ND,2020-03-24,-0.163
OH,2020-03-24,-0.16699999999999998
OK,2020-03-24,-0.135
OR,2020-03-24,-0.147
PA,2020-03-24,-0.198
RI,2020-03-24,-0.188
SC,2020-03-24,-0.131
SD,2020-03-24,-0.13699999999999998
TN,2020-03-24,-0.138
TX,2020-03-24,-0.175
UT,2020-03-24,-0.16699999999999998
VT,2020-03-24,-0.17800000000000002
VA,2020-03-24,-0.174
WA,2020-03-24,-0.17300000000000001
WV,2020-03-24,-0.128
WI,2020-03-24,-0.183
WY,2020-03-24,-0.135
AL,2020-03-25,-0.145
AK,2020-03-25,-0.14300000000000002
AZ,2020-03-25,-0.153
AR,2020-03-25,-0.13699999999999998
CA,2020-03-25,-0.237
CO,2020-03-25,-0.205
CT,2020-03-25,-0.209
DE,2020-03-25,-0.185
DC,2020-03-25,-0.255
FL,2020-03-25,-0.171
GA,2020-03-25,-0.168
HI,2020-03-25,-0.19399999999999998
ID,2020-03-25,-0.11599999999999999
IL,2020-03-25,-0.221
IN,2020-03-25,-0.166
IA,2020-03-25,-0.16399999999999998
KS,2020-03-25,-0.151
KY,2020-03-25,-0.153
LA,2020-03-25,-0.17300000000000001
ME,2020-03-25,-0.17
MD,2020-03-25,-0.21600000000000003
MA,2020-03-25,-0.233
MI,2020-03-25,-0.201
MN,2020-03-25,-0.20800000000000002
MS,2020-03-25,-0.139
MO,2020-03-25,-0.157
MT,2020-03-25,-0.132
NE,2020-03-25,-0.163
NV,2020-03-25,-0.21600000000000003
NH,2020-03-25,-0.193
NJ,2020-03-25,-0.259
NM,2020-03-25,-0.159
NY,2020-03-25,-0.244
NC,2020-03-25,-0.146
ND,2020-03-25,-0.172
OH,2020-03-25,-0.17800000000000002
OK,2020-03-25,-0.142
OR,2020-03-25,-0.158
PA,2020-03-25,-0.21100000000000002
RI,2020-03-25,-0.19899999999999998
SC,2020-03-25,-0.139
SD,2020-03-25,-0.149
TN,2020-03-25,-0.147
TX,2020-03-25,-0.188
UT,2020-03-25,-0.168
VT,2020-03-25,-0.18899999999999997
VA,2020-03-25,-0.187
WA,2020-03-25,-0.184
WV,2020-03-25,-0.14300000000000002
WI,2020-03-25,-0.193
WY,2020-03-25,-0.146
AL,2020-03-26,-0.151
AK,2020-03-26,-0.153
AZ,2020-03-26,-0.158
AR,2020-03-26,-0.139
CA,2020-03-26,-0.244
CO,2020-03-26,-0.205
CT,2020-03-26,-0.215
DE,2020-03-26,-0.191
DC,2020-03-26,-0.262
FL,2020-03-26,-0.18
GA,2020-03-26,-0.175
HI,2020-03-26,-0.21
ID,2020-03-26,-0.126
IL,2020-03-26,-0.228
IN,2020-03-26,-0.17600000000000002
IA,2020-03-26,-0.16699999999999998
KS,2020-03-26,-0.159
KY,2020-03-26,-0.158
LA,2020-03-26,-0.183
ME,2020-03-26,-0.174
MD,2020-03-26,-0.223
MA,2020-03-26,-0.239
MI,2020-03-26,-0.215
MN,2020-03-26,-0.21100000000000002
MS,2020-03-26,-0.145
MO,2020-03-26,-0.162
MT,2020-03-26,-0.136
NE,2020-03-26,-0.16399999999999998
NV,2020-03-26,-0.222
NH,2020-03-26,-0.196
NJ,2020-03-26,-0.266
NM,2020-03-26,-0.168
NY,2020-03-26,-0.254
NC,2020-03-26,-0.153
ND,2020-03-26,-0.175
OH,2020-03-26,-0.187
OK,2020-03-26,-0.146
OR,2020-03-26,-0.168
PA,2020-03-26,-0.218
RI,2020-03-26,-0.20199999999999999
SC,2020-03-26,-0.146
SD,2020-03-26,-0.151
TN,2020-03-26,-0.154
TX,2020-03-26,-0.198
UT,2020-03-26,-0.17300000000000001
VT,2020-03-26,-0.19899999999999998
VA,2020-03-26,-0.19399999999999998
WA,2020-03-26,-0.195
WV,2020-03-26,-0.151
WI,2020-03-26,-0.2
WY,2020-03-26,-0.147
AL,2020-03-27,-0.154
AK,2020-03-27,-0.163
AZ,2020-03-27,-0.163
AR,2020-03-27,-0.142
CA,2020-03-27,-0.248
CO,2020-03-27,-0.21
CT,2020-03-27,-0.22
DE,2020-03-27,-0.198
DC,2020-03-27,-0.26899999999999996
FL,2020-03-27,-0.188
GA,2020-03-27,-0.182
HI,2020-03-27,-0.223
ID,2020-03-27,-0.13699999999999998
IL,2020-03-27,-0.237
IN,2020-03-27,-0.187
IA,2020-03-27,-0.171
KS,2020-03-27,-0.165
KY,2020-03-27,-0.165
LA,2020-03-27,-0.19
ME,2020-03-27,-0.177
MD,2020-03-27,-0.23
MA,2020-03-27,-0.247
MI,2020-03-27,-0.22699999999999998
MN,2020-03-27,-0.213
MS,2020-03-27,-0.147
MO,2020-03-27,-0.16899999999999998
MT,2020-03-27,-0.14
NE,2020-03-27,-0.166
NV,2020-03-27,-0.225
NH,2020-03-27,-0.19899999999999998
NJ,2020-03-27,-0.27399999999999997
NM,2020-03-27,-0.17600000000000002
NY,2020-03-27,-0.264
NC,2020-03-27,-0.16
ND,2020-03-27,-0.17800000000000002
OH,2020-03-27,-0.195
OK,2020-03-27,-0.15
OR,2020-03-27,-0.17800000000000002
PA,2020-03-27,-0.22399999999999998
RI,2020-03-27,-0.20600000000000002
SC,2020-03-27,-0.151
SD,2020-03-27,-0.156
TN,2020-03-27,-0.159
TX,2020-03-27,-0.203
UT,2020-03-27,-0.175
VT,2020-03-27,-0.207
VA,2020-03-27,-0.201
WA,2020-03-27,-0.20800000000000002
WV,2020-03-27,-0.16
WI,2020-03-27,-0.207
WY,2020-03-27,-0.15
AL,2020-03-28,-0.156
AK,2020-03-28,-0.171
AZ,2020-03-28,-0.168
AR,2020-03-28,-0.147
CA,2020-03-28,-0.253
CO,2020-03-28,-0.22
CT,2020-03-28,-0.23
DE,2020-03-28,-0.21
DC,2020-03-28,-0.27899999999999997
FL,2020-03-28,-0.195
GA,2020-03-28,-0.18899999999999997
HI,2020-03-28,-0.23800000000000002
ID,2020-03-28,-0.15
IL,2020-03-28,-0.242
IN,2020-03-28,-0.19399999999999998
IA,2020-03-28,-0.179
KS,2020-03-28,-0.17300000000000001
KY,2020-03-28,-0.165
LA,2020-03-28,-0.195
ME,2020-03-28,-0.179
MD,2020-03-28,-0.24
MA,2020-03-28,-0.255
MI,2020-03-28,-0.242
MN,2020-03-28,-0.226
MS,2020-03-28,-0.147
MO,2020-03-28,-0.177
MT,2020-03-28,-0.153
NE,2020-03-28,-0.171
NV,2020-03-28,-0.22699999999999998
NH,2020-03-28,-0.204
NJ,2020-03-28,-0.287
NM,2020-03-28,-0.18600000000000003
NY,2020-03-28,-0.27699999999999997
NC,2020-03-28,-0.165
ND,2020-03-28,-0.175
OH,2020-03-28,-0.203
OK,2020-03-28,-0.155
OR,2020-03-28,-0.193
PA,2020-03-28,-0.23399999999999999
RI,2020-03-28,-0.214
SC,2020-03-28,-0.156
SD,2020-03-28,-0.168
TN,2020-03-28,-0.161
TX,2020-03-28,-0.20800000000000002
UT,2020-03-28,-0.183
VT,2020-03-28,-0.215
VA,2020-03-28,-0.204
WA,2020-03-28,-0.223
WV,2020-03-28,-0.16
WI,2020-03-28,-0.217
WY,2020-03-28,-0.155
AL,2020-03-29,-0.156
AK,2020-03-29,-0.182
