state,date,employment
MI,2020-02-16,0.009309999999999999
MN,2020-02-16,0.00293
MS,2020-02-16,0.00346
MO,2020-02-16,0.006679999999999999
MT,2020-02-16,0.00938
NE,2020-02-16,-0.00331
NV,2020-02-16,0.0104
NH,2020-02-16,0.00663
NJ,2020-02-16,0.00734
NM,2020-02-16,0.0272
NY,2020-02-16,0.0065
NC,2020-02-16,0.0046
ND,2020-02-16,0.0222
OH,2020-02-16,0.00878
OK,2020-02-16,0.01
OR,2020-02-16,0.016
PA,2020-02-16,0.0054600000000000004
RI,2020-02-16,-0.00135
SC,2020-02-16,0.000181
SD,2020-02-16,-0.0189
TN,2020-02-16,0.012
TX,2020-02-16,0.0154
UT,2020-02-16,0.0145
VT,2020-02-16,-0.00936
VA,2020-02-16,0.00861
WA,2020-02-16,0.021
WV,2020-02-16,-0.000976
WI,2020-02-16,0.0031100000000000004
WY,2020-02-16,-0.0105
AL,2020-02-17,0.00813
AK,2020-02-17,-0.0134
AZ,2020-02-17,0.02
AR,2020-02-17,0.00674
CA,2020-02-17,0.0214
CO,2020-02-17,0.00955
CT,2020-02-17,-0.00116
DE,2020-02-17,0.0102
DC,2020-02-17,0.0183
FL,2020-02-17,0.0152
GA,2020-02-17,0.0094
HI,2020-02-17,-0.0387
ID,2020-02-17,0.0288
IL,2020-02-17,0.009890000000000001
IN,2020-02-17,0.0104
IA,2020-02-17,0.0049299999999999995
KS,2020-02-17,-0.00084
KY,2020-02-17,0.0107
LA,2020-02-17,0.00626
ME,2020-02-17,0.000368
MD,2020-02-17,0.00797
MA,2020-02-17,0.00225
MI,2020-02-17,0.009590000000000001
MN,2020-02-17,0.00328
MS,2020-02-17,0.0030600000000000002
MO,2020-02-17,0.0066099999999999996
MT,2020-02-17,0.00988
NE,2020-02-17,-0.0028
NV,2020-02-17,0.0105
NH,2020-02-17,0.00678
NJ,2020-02-17,0.0077
NM,2020-02-17,0.027999999999999997
NY,2020-02-17,0.00672
NC,2020-02-17,0.00486
ND,2020-02-17,0.0236
OH,2020-02-17,0.00911
OK,2020-02-17,0.0102
OR,2020-02-17,0.0164
PA,2020-02-17,0.00573
RI,2020-02-17,-0.000793
SC,2020-02-17,0.000615
SD,2020-02-17,-0.019
TN,2020-02-17,0.0125
TX,2020-02-17,0.0159
UT,2020-02-17,0.0152
VT,2020-02-17,-0.00958
VA,2020-02-17,0.0094
WA,2020-02-17,0.0212
WV,2020-02-17,-0.00144
WI,2020-02-17,0.00346
WY,2020-02-17,-0.0113
AL,2020-02-18,0.00817
AK,2020-02-18,-0.0141
AZ,2020-02-18,0.0205
AR,2020-02-18,0.00717
CA,2020-02-18,0.022000000000000002
CO,2020-02-18,0.0102
CT,2020-02-18,-0.0009339999999999999
DE,2020-02-18,0.009909999999999999
DC,2020-02-18,0.0187
FL,2020-02-18,0.0157
GA,2020-02-18,0.009340000000000001
HI,2020-02-18,-0.0387
ID,2020-02-18,0.0297
IL,2020-02-18,0.0103
IN,2020-02-18,0.0105
IA,2020-02-18,0.0043
KS,2020-02-18,-0.000909
KY,2020-02-18,0.0106
LA,2020-02-18,0.00562
ME,2020-02-18,0.0006309999999999999
MD,2020-02-18,0.008409999999999999
MA,2020-02-18,0.0022600000000000003
MI,2020-02-18,0.00979
MN,2020-02-18,0.00364
MS,2020-02-18,0.00255
MO,2020-02-18,0.00648
MT,2020-02-18,0.0102
NE,2020-02-18,-0.00243
NV,2020-02-18,0.0107
NH,2020-02-18,0.00687
NJ,2020-02-18,0.00805
NM,2020-02-18,0.0286
NY,2020-02-18,0.006940000000000001
NC,2020-02-18,0.00507
ND,2020-02-18,0.0248
OH,2020-02-18,0.00943
OK,2020-02-18,0.0103
OR,2020-02-18,0.0168
PA,2020-02-18,0.006
RI,2020-02-18,-0.00011499999999999999
SC,2020-02-18,0.00105
SD,2020-02-18,-0.0191
TN,2020-02-18,0.0128
TX,2020-02-18,0.0162
UT,2020-02-18,0.0159
VT,2020-02-18,-0.00979
VA,2020-02-18,0.0102
WA,2020-02-18,0.0214
WV,2020-02-18,-0.00201
WI,2020-02-18,0.0037600000000000003
WY,2020-02-18,-0.0119
AL,2020-02-19,0.00827
AK,2020-02-19,-0.0146
AZ,2020-02-19,0.021
AR,2020-02-19,0.007540000000000001
CA,2020-02-19,0.0227
CO,2020-02-19,0.0108
CT,2020-02-19,-0.00061
DE,2020-02-19,0.00968
DC,2020-02-19,0.0191
FL,2020-02-19,0.0161
GA,2020-02-19,0.009309999999999999
HI,2020-02-19,-0.0387
ID,2020-02-19,0.0306
IL,2020-02-19,0.0107
IN,2020-02-19,0.0107
IA,2020-02-19,0.00379
KS,2020-02-19,-0.0009570000000000001
KY,2020-02-19,0.0104
LA,2020-02-19,0.00498
ME,2020-02-19,0.000944
MD,2020-02-19,0.008870000000000001
MA,2020-02-19,0.00225
MI,2020-02-19,0.00997
MN,2020-02-19,0.00406
MS,2020-02-19,0.00209
MO,2020-02-19,0.00643
MT,2020-02-19,0.0105
NE,2020-02-19,-0.0022
NV,2020-02-19,0.011000000000000001
NH,2020-02-19,0.0069299999999999995
NJ,2020-02-19,0.008409999999999999
NM,2020-02-19,0.0292
NY,2020-02-19,0.00717
NC,2020-02-19,0.00539
ND,2020-02-19,0.026000000000000002
OH,2020-02-19,0.009770000000000001
OK,2020-02-19,0.0104
OR,2020-02-19,0.0172
PA,2020-02-19,0.0063100000000000005
RI,2020-02-19,0.000662
SC,2020-02-19,0.00155
SD,2020-02-19,-0.0191
TN,2020-02-19,0.0132
TX,2020-02-19,0.0165
UT,2020-02-19,0.0164
VT,2020-02-19,-0.00999
VA,2020-02-19,0.0109
WA,2020-02-19,0.0215
WV,2020-02-19,-0.00253
WI,2020-02-19,0.00404
WY,2020-02-19,-0.0122
AL,2020-02-20,0.00843
AK,2020-02-20,-0.015
AZ,2020-02-20,0.0214
AR,2020-02-20,0.00787
CA,2020-02-20,0.0233
CO,2020-02-20,0.0115
CT,2020-02-20,-0.00021
DE,2020-02-20,0.00958
DC,2020-02-20,0.0196
FL,2020-02-20,0.0166
GA,2020-02-20,0.0093
HI,2020-02-20,-0.0386
ID,2020-02-20,0.0316
IL,2020-02-20,0.0111
IN,2020-02-20,0.0108
IA,2020-02-20,0.00343
KS,2020-02-20,-0.000965
KY,2020-02-20,0.0104
LA,2020-02-20,0.00435
ME,2020-02-20,0.0013
MD,2020-02-20,0.009309999999999999
MA,2020-02-20,0.00221
MI,2020-02-20,0.0101
MN,2020-02-20,0.00451
MS,2020-02-20,0.00165
MO,2020-02-20,0.00646
MT,2020-02-20,0.0107
NE,2020-02-20,-0.00217
NV,2020-02-20,0.0113
NH,2020-02-20,0.006940000000000001
NJ,2020-02-20,0.008759999999999999
NM,2020-02-20,0.0298
NY,2020-02-20,0.007390000000000001
NC,2020-02-20,0.00577
ND,2020-02-20,0.027000000000000003
OH,2020-02-20,0.0101
OK,2020-02-20,0.0104
OR,2020-02-20,0.0176
PA,2020-02-20,0.00665
RI,2020-02-20,0.00151
SC,2020-02-20,0.00209
SD,2020-02-20,-0.0189
TN,2020-02-20,0.0135
TX,2020-02-20,0.0169
UT,2020-02-20,0.0167
VT,2020-02-20,-0.0102
VA,2020-02-20,0.0116
WA,2020-02-20,0.0217
WV,2020-02-20,-0.0031100000000000004
WI,2020-02-20,0.00432
WY,2020-02-20,-0.0123
AL,2020-02-21,0.0087
AK,2020-02-21,-0.0152
AZ,2020-02-21,0.0217
AR,2020-02-21,0.00809
CA,2020-02-21,0.0239
CO,2020-02-21,0.0121
CT,2020-02-21,0.000225
DE,2020-02-21,0.00965
DC,2020-02-21,0.02
FL,2020-02-21,0.017
GA,2020-02-21,0.0093
HI,2020-02-21,-0.0385
ID,2020-02-21,0.0325
IL,2020-02-21,0.0116
IN,2020-02-21,0.0109
IA,2020-02-21,0.0032
KS,2020-02-21,-0.000944
KY,2020-02-21,0.0104
LA,2020-02-21,0.00373
ME,2020-02-21,0.00168
MD,2020-02-21,0.009729999999999999
MA,2020-02-21,0.00213
MI,2020-02-21,0.0102
MN,2020-02-21,0.00499
MS,2020-02-21,0.0013
MO,2020-02-21,0.00656
MT,2020-02-21,0.0108
NE,2020-02-21,-0.0024
NV,2020-02-21,0.0118
NH,2020-02-21,0.00689
NJ,2020-02-21,0.0091
NM,2020-02-21,0.0304
NY,2020-02-21,0.00758
NC,2020-02-21,0.00621
ND,2020-02-21,0.0278
OH,2020-02-21,0.0105
OK,2020-02-21,0.0104
OR,2020-02-21,0.018000000000000002
PA,2020-02-21,0.00702
RI,2020-02-21,0.00235
SC,2020-02-21,0.00264
SD,2020-02-21,-0.0187
TN,2020-02-21,0.0138
TX,2020-02-21,0.0173
UT,2020-02-21,0.0168
VT,2020-02-21,-0.0104
VA,2020-02-21,0.0122
WA,2020-02-21,0.0219
WV,2020-02-21,-0.00364
WI,2020-02-21,0.00457
WY,2020-02-21,-0.0124
AL,2020-02-22,0.009040000000000001
AK,2020-02-22,-0.0153
AZ,2020-02-22,0.022000000000000002
AR,2020-02-22,0.00821
CA,2020-02-22,0.0244
CO,2020-02-22,0.0126
CT,2020-02-22,0.00067
DE,2020-02-22,0.009940000000000001
DC,2020-02-22,0.0204
FL,2020-02-22,0.0173
GA,2020-02-22,0.00927
HI,2020-02-22,-0.0384
ID,2020-02-22,0.0334
IL,2020-02-22,0.0121
IN,2020-02-22,0.0109
IA,2020-02-22,0.0031899999999999997
KS,2020-02-22,-0.0008619999999999999
KY,2020-02-22,0.0106
LA,2020-02-22,0.00314
ME,2020-02-22,0.00205
MD,2020-02-22,0.0102
MA,2020-02-22,0.00202
MI,2020-02-22,0.0102
MN,2020-02-22,0.00549
MS,2020-02-22,0.000986
MO,2020-02-22,0.006809999999999999
MT,2020-02-22,0.0109
NE,2020-02-22,-0.00288
NV,2020-02-22,0.0122
NH,2020-02-22,0.00677
NJ,2020-02-22,0.00939
NM,2020-02-22,0.031
NY,2020-02-22,0.00772
NC,2020-02-22,0.006640000000000001
ND,2020-02-22,0.0284
OH,2020-02-22,0.0109
OK,2020-02-22,0.0104
OR,2020-02-22,0.0184
PA,2020-02-22,0.007409999999999999
RI,2020-02-22,0.00316
SC,2020-02-22,0.00318
SD,2020-02-22,-0.0183
TN,2020-02-22,0.013999999999999999
TX,2020-02-22,0.0176
UT,2020-02-22,0.0168
VT,2020-02-22,-0.0106
VA,2020-02-22,0.0128
WA,2020-02-22,0.0221
WV,2020-02-22,-0.00436
WI,2020-02-22,0.00479
WY,2020-02-22,-0.0122
AL,2020-02-23,0.00942
AK,2020-02-23,-0.0153
AZ,2020-02-23,0.0222
AR,2020-02-23,0.00826
CA,2020-02-23,0.0248
CO,2020-02-23,0.0131
CT,2020-02-23,0.0011099999999999999
DE,2020-02-23,0.0104
DC,2020-02-23,0.0208
FL,2020-02-23,0.0176
GA,2020-02-23,0.00924
HI,2020-02-23,-0.0382
ID,2020-02-23,0.0343
IL,2020-02-23,0.0126
IN,2020-02-23,0.0108
IA,2020-02-23,0.00343
KS,2020-02-23,-0.000714
KY,2020-02-23,0.0108
LA,2020-02-23,0.00263
ME,2020-02-23,0.0024100000000000002
MD,2020-02-23,0.0106
MA,2020-02-23,0.0019100000000000002
MI,2020-02-23,0.0101
MN,2020-02-23,0.00598
MS,2020-02-23,0.000773
MO,2020-02-23,0.00713
MT,2020-02-23,0.0109
NE,2020-02-23,-0.00364
NV,2020-02-23,0.0127
NH,2020-02-23,0.00659
NJ,2020-02-23,0.00966
NM,2020-02-23,0.0317
NY,2020-02-23,0.007809999999999999
NC,2020-02-23,0.0070799999999999995
ND,2020-02-23,0.0288
OH,2020-02-23,0.0113
OK,2020-02-23,0.0103
OR,2020-02-23,0.0186
PA,2020-02-23,0.007809999999999999
RI,2020-02-23,0.00392
SC,2020-02-23,0.0037
SD,2020-02-23,-0.0177
TN,2020-02-23,0.0142
TX,2020-02-23,0.0179
UT,2020-02-23,0.0165
VT,2020-02-23,-0.0109
VA,2020-02-23,0.0132
WA,2020-02-23,0.0223
WV,2020-02-23,-0.00513
WI,2020-02-23,0.005
WY,2020-02-23,-0.0121
AL,2020-02-24,0.00983
AK,2020-02-24,-0.0152
AZ,2020-02-24,0.0223
AR,2020-02-24,0.00822
CA,2020-02-24,0.0252
CO,2020-02-24,0.0135
CT,2020-02-24,0.0015400000000000001
DE,2020-02-24,0.0111
DC,2020-02-24,0.021
FL,2020-02-24,0.0178
GA,2020-02-24,0.0092
HI,2020-02-24,-0.0379
ID,2020-02-24,0.0351
IL,2020-02-24,0.013000000000000001
IN,2020-02-24,0.0107
IA,2020-02-24,0.00387
KS,2020-02-24,-0.000489
KY,2020-02-24,0.011000000000000001
LA,2020-02-24,0.0022199999999999998
ME,2020-02-24,0.00275
MD,2020-02-24,0.0109
MA,2020-02-24,0.0018
MI,2020-02-24,0.00998
MN,2020-02-24,0.00647
MS,2020-02-24,0.00065
MO,2020-02-24,0.007520000000000001
MT,2020-02-24,0.0107
NE,2020-02-24,-0.00463
NV,2020-02-24,0.0133
NH,2020-02-24,0.00636
NJ,2020-02-24,0.009909999999999999
NM,2020-02-24,0.0325
NY,2020-02-24,0.00787
NC,2020-02-24,0.007509999999999999
ND,2020-02-24,0.0291
OH,2020-02-24,0.0117
OK,2020-02-24,0.0102
OR,2020-02-24,0.0188
PA,2020-02-24,0.00823
RI,2020-02-24,0.0046
SC,2020-02-24,0.00418
SD,2020-02-24,-0.017
TN,2020-02-24,0.0143
TX,2020-02-24,0.0183
UT,2020-02-24,0.016
VT,2020-02-24,-0.0113
VA,2020-02-24,0.0136
WA,2020-02-24,0.0224
WV,2020-02-24,-0.0059299999999999995
WI,2020-02-24,0.00517
WY,2020-02-24,-0.012
AL,2020-02-25,0.0103
AK,2020-02-25,-0.015
AZ,2020-02-25,0.0224
AR,2020-02-25,0.00812
CA,2020-02-25,0.0254
CO,2020-02-25,0.0138
CT,2020-02-25,0.00196
DE,2020-02-25,0.0119
DC,2020-02-25,0.0213
FL,2020-02-25,0.018000000000000002
GA,2020-02-25,0.00914
HI,2020-02-25,-0.0375
ID,2020-02-25,0.0358
IL,2020-02-25,0.0135
IN,2020-02-25,0.0106
IA,2020-02-25,0.00447
KS,2020-02-25,-0.000181
KY,2020-02-25,0.0114
LA,2020-02-25,0.0018800000000000002
ME,2020-02-25,0.00307
MD,2020-02-25,0.0113
MA,2020-02-25,0.00172
MI,2020-02-25,0.00981
MN,2020-02-25,0.0069099999999999995
MS,2020-02-25,0.0006
MO,2020-02-25,0.00795
MT,2020-02-25,0.0104
NE,2020-02-25,-0.00577
NV,2020-02-25,0.0139
NH,2020-02-25,0.00607
NJ,2020-02-25,0.0101
NM,2020-02-25,0.0333
NY,2020-02-25,0.0079
NC,2020-02-25,0.00795
ND,2020-02-25,0.0291
OH,2020-02-25,0.012
OK,2020-02-25,0.00999
OR,2020-02-25,0.0188
PA,2020-02-25,0.00866
RI,2020-02-25,0.00518
SC,2020-02-25,0.00461
SD,2020-02-25,-0.0162
TN,2020-02-25,0.0144
TX,2020-02-25,0.0186
UT,2020-02-25,0.0153
VT,2020-02-25,-0.0116
VA,2020-02-25,0.0139
WA,2020-02-25,0.0225
WV,2020-02-25,-0.00674
WI,2020-02-25,0.0053100000000000005
WY,2020-02-25,-0.012
AL,2020-02-26,0.0107
AK,2020-02-26,-0.0147
AZ,2020-02-26,0.0225
AR,2020-02-26,0.007940000000000001
CA,2020-02-26,0.0256
CO,2020-02-26,0.0139
CT,2020-02-26,0.00237
DE,2020-02-26,0.0128
DC,2020-02-26,0.0215
FL,2020-02-26,0.0181
GA,2020-02-26,0.00905
HI,2020-02-26,-0.0371
ID,2020-02-26,0.0365
IL,2020-02-26,0.0139
IN,2020-02-26,0.0104
IA,2020-02-26,0.0052
KS,2020-02-26,0.000213
KY,2020-02-26,0.0117
LA,2020-02-26,0.00164
ME,2020-02-26,0.0033299999999999996
MD,2020-02-26,0.0116
MA,2020-02-26,0.0016699999999999998
MI,2020-02-26,0.009609999999999999
MN,2020-02-26,0.0073
MS,2020-02-26,0.000584
MO,2020-02-26,0.00839
MT,2020-02-26,0.009890000000000001
NE,2020-02-26,-0.0069900000000000006
NV,2020-02-26,0.0146
NH,2020-02-26,0.00573
NJ,2020-02-26,0.0103
NM,2020-02-26,0.0342
NY,2020-02-26,0.00793
NC,2020-02-26,0.0084
ND,2020-02-26,0.0291
OH,2020-02-26,0.0123
OK,2020-02-26,0.00978
OR,2020-02-26,0.0185
PA,2020-02-26,0.00909
RI,2020-02-26,0.00566
SC,2020-02-26,0.0049700000000000005
SD,2020-02-26,-0.0152
TN,2020-02-26,0.0144
TX,2020-02-26,0.0189
UT,2020-02-26,0.0144
VT,2020-02-26,-0.0121
VA,2020-02-26,0.013999999999999999
WA,2020-02-26,0.0226
WV,2020-02-26,-0.007540000000000001
WI,2020-02-26,0.0054
WY,2020-02-26,-0.0121
AL,2020-02-27,0.0111
AK,2020-02-27,-0.0143
AZ,2020-02-27,0.0225
AR,2020-02-27,0.00771
CA,2020-02-27,0.0257
CO,2020-02-27,0.013999999999999999
CT,2020-02-27,0.00277
DE,2020-02-27,0.0136
DC,2020-02-27,0.0216
FL,2020-02-27,0.0181
GA,2020-02-27,0.00892
HI,2020-02-27,-0.0368
ID,2020-02-27,0.0372
IL,2020-02-27,0.0143
IN,2020-02-27,0.0102
IA,2020-02-27,0.006
KS,2020-02-27,0.000683
KY,2020-02-27,0.012
LA,2020-02-27,0.00149
ME,2020-02-27,0.0035299999999999997
MD,2020-02-27,0.012
MA,2020-02-27,0.0016600000000000002
MI,2020-02-27,0.00937
MN,2020-02-27,0.00762
MS,2020-02-27,0.000594
MO,2020-02-27,0.00884
MT,2020-02-27,0.00922
NE,2020-02-27,-0.008190000000000001
NV,2020-02-27,0.0152
NH,2020-02-27,0.005370000000000001
NJ,2020-02-27,0.0105
NM,2020-02-27,0.0352
NY,2020-02-27,0.00796
NC,2020-02-27,0.008879999999999999
ND,2020-02-27,0.0289
OH,2020-02-27,0.0126
OK,2020-02-27,0.00952
OR,2020-02-27,0.018000000000000002
PA,2020-02-27,0.00951
RI,2020-02-27,0.00602
SC,2020-02-27,0.00525
SD,2020-02-27,-0.0142
TN,2020-02-27,0.0144
TX,2020-02-27,0.0191
UT,2020-02-27,0.0133
VT,2020-02-27,-0.0126
VA,2020-02-27,0.0141
WA,2020-02-27,0.0225
WV,2020-02-27,-0.00826
WI,2020-02-27,0.0054399999999999995
WY,2020-02-27,-0.0123
AL,2020-02-28,0.0114
AK,2020-02-28,-0.0139
AZ,2020-02-28,0.0225
AR,2020-02-28,0.007390000000000001
CA,2020-02-28,0.0257
CO,2020-02-28,0.013999999999999999
CT,2020-02-28,0.00317
DE,2020-02-28,0.0145
DC,2020-02-28,0.0218
FL,2020-02-28,0.0182
GA,2020-02-28,0.008709999999999999
HI,2020-02-28,-0.0365
ID,2020-02-28,0.0378
IL,2020-02-28,0.0145
IN,2020-02-28,0.00998
IA,2020-02-28,0.0068200000000000005
KS,2020-02-28,0.00124
KY,2020-02-28,0.0122
LA,2020-02-28,0.0014
ME,2020-02-28,0.00366
MD,2020-02-28,0.0123
MA,2020-02-28,0.00172
MI,2020-02-28,0.00912
MN,2020-02-28,0.00783
MS,2020-02-28,0.000596
MO,2020-02-28,0.00921
MT,2020-02-28,0.00839
NE,2020-02-28,-0.0093
NV,2020-02-28,0.0158
NH,2020-02-28,0.00499
NJ,2020-02-28,0.0106
NM,2020-02-28,0.0361
NY,2020-02-28,0.008
NC,2020-02-28,0.00938
ND,2020-02-28,0.0287
OH,2020-02-28,0.0128
OK,2020-02-28,0.0092
OR,2020-02-28,0.0173
PA,2020-02-28,0.009909999999999999
RI,2020-02-28,0.00627
SC,2020-02-28,0.0054
SD,2020-02-28,-0.0131
TN,2020-02-28,0.0144
TX,2020-02-28,0.0192
UT,2020-02-28,0.012
VT,2020-02-28,-0.0131
VA,2020-02-28,0.013999999999999999
WA,2020-02-28,0.0223
WV,2020-02-28,-0.00891
WI,2020-02-28,0.00541
WY,2020-02-28,-0.0127
AL,2020-02-29,0.0115
AK,2020-02-29,-0.0134
AZ,2020-02-29,0.0225
AR,2020-02-29,0.00704
CA,2020-02-29,0.0257
CO,2020-02-29,0.013999999999999999
CT,2020-02-29,0.0035600000000000002
DE,2020-02-29,0.0152
DC,2020-02-29,0.0219
FL,2020-02-29,0.0182
GA,2020-02-29,0.00845
HI,2020-02-29,-0.0364
ID,2020-02-29,0.0383
IL,2020-02-29,0.0147
IN,2020-02-29,0.00967
IA,2020-02-29,0.00763
KS,2020-02-29,0.0018899999999999998
KY,2020-02-29,0.0123
LA,2020-02-29,0.0013800000000000002
ME,2020-02-29,0.00372
MD,2020-02-29,0.0125
MA,2020-02-29,0.0018399999999999998
MI,2020-02-29,0.00885
MN,2020-02-29,0.007909999999999999
MS,2020-02-29,0.0006490000000000001
MO,2020-02-29,0.009470000000000001
MT,2020-02-29,0.0074
NE,2020-02-29,-0.0102
NV,2020-02-29,0.0164
NH,2020-02-29,0.00461
NJ,2020-02-29,0.0107
NM,2020-02-29,0.0371
NY,2020-02-29,0.00808
NC,2020-02-29,0.009890000000000001
ND,2020-02-29,0.0285
OH,2020-02-29,0.0129
OK,2020-02-29,0.008790000000000001
OR,2020-02-29,0.0162
PA,2020-02-29,0.0103
RI,2020-02-29,0.00639
SC,2020-02-29,0.00549
SD,2020-02-29,-0.0119
TN,2020-02-29,0.0142
TX,2020-02-29,0.0193
UT,2020-02-29,0.0106
VT,2020-02-29,-0.0137
VA,2020-02-29,0.0137
WA,2020-02-29,0.022000000000000002
WV,2020-02-29,-0.00926
WI,2020-02-29,0.00532
WY,2020-02-29,-0.0133
AL,2020-03-01,0.0117
AK,2020-03-01,-0.0128
AZ,2020-03-01,0.0226
AR,2020-03-01,0.006690000000000001
CA,2020-03-01,0.0257
CO,2020-03-01,0.0138
CT,2020-03-01,0.00394
DE,2020-03-01,0.0159
DC,2020-03-01,0.022000000000000002
FL,2020-03-01,0.0182
GA,2020-03-01,0.008140000000000001
HI,2020-03-01,-0.0364
ID,2020-03-01,0.0389
IL,2020-03-01,0.0149
IN,2020-03-01,0.00936
IA,2020-03-01,0.00842
KS,2020-03-01,0.0026
KY,2020-03-01,0.0124
LA,2020-03-01,0.0014
ME,2020-03-01,0.0036899999999999997
MD,2020-03-01,0.0128
MA,2020-03-01,0.0020399999999999997
MI,2020-03-01,0.00859
MN,2020-03-01,0.007890000000000001
MS,2020-03-01,0.000659
MO,2020-03-01,0.00968
MT,2020-03-01,0.00633
NE,2020-03-01,-0.0109
NV,2020-03-01,0.0169
NH,2020-03-01,0.00424
NJ,2020-03-01,0.0108
NM,2020-03-01,0.038
NY,2020-03-01,0.008190000000000001
NC,2020-03-01,0.0104
ND,2020-03-01,0.0283
OH,2020-03-01,0.0129
OK,2020-03-01,0.008329999999999999
OR,2020-03-01,0.015
PA,2020-03-01,0.0106
RI,2020-03-01,0.006370000000000001
SC,2020-03-01,0.00548
SD,2020-03-01,-0.0107
TN,2020-03-01,0.0141
TX,2020-03-01,0.0193
UT,2020-03-01,0.00916
VT,2020-03-01,-0.0144
VA,2020-03-01,0.0134
WA,2020-03-01,0.0216
WV,2020-03-01,-0.0095
WI,2020-03-01,0.00517
WY,2020-03-01,-0.013999999999999999
AL,2020-03-02,0.0117
AK,2020-03-02,-0.0119
AZ,2020-03-02,0.0226
AR,2020-03-02,0.00634
CA,2020-03-02,0.0255
CO,2020-03-02,0.0137
CT,2020-03-02,0.00433
DE,2020-03-02,0.0164
DC,2020-03-02,0.0222
FL,2020-03-02,0.0182
GA,2020-03-02,0.0077599999999999995
HI,2020-03-02,-0.0365
ID,2020-03-02,0.0394
IL,2020-03-02,0.0149
IN,2020-03-02,0.009040000000000001
IA,2020-03-02,0.00915
KS,2020-03-02,0.00335
KY,2020-03-02,0.0124
LA,2020-03-02,0.00143
ME,2020-03-02,0.00358
MD,2020-03-02,0.013000000000000001
MA,2020-03-02,0.0023
MI,2020-03-02,0.00835
MN,2020-03-02,0.00777
MS,2020-03-02,0.000609
MO,2020-03-02,0.00982
MT,2020-03-02,0.0052
NE,2020-03-02,-0.0114
NV,2020-03-02,0.0174
NH,2020-03-02,0.0039
NJ,2020-03-02,0.0109
NM,2020-03-02,0.039
NY,2020-03-02,0.00831
NC,2020-03-02,0.0109
ND,2020-03-02,0.0283
OH,2020-03-02,0.0129
OK,2020-03-02,0.00784
OR,2020-03-02,0.0136
PA,2020-03-02,0.0109
RI,2020-03-02,0.00624
SC,2020-03-02,0.005370000000000001
SD,2020-03-02,-0.00941
TN,2020-03-02,0.0138
TX,2020-03-02,0.0193
UT,2020-03-02,0.00765
VT,2020-03-02,-0.015
VA,2020-03-02,0.013000000000000001
WA,2020-03-02,0.021
WV,2020-03-02,-0.00967
WI,2020-03-02,0.0049700000000000005
WY,2020-03-02,-0.0147
AL,2020-03-03,0.0117
AK,2020-03-03,-0.0108
AZ,2020-03-03,0.0227
AR,2020-03-03,0.00604
CA,2020-03-03,0.0254
CO,2020-03-03,0.0135
CT,2020-03-03,0.0047
DE,2020-03-03,0.0167
DC,2020-03-03,0.0223
FL,2020-03-03,0.0182
GA,2020-03-03,0.00731
HI,2020-03-03,-0.0367
ID,2020-03-03,0.0401
IL,2020-03-03,0.0149
IN,2020-03-03,0.00872
IA,2020-03-03,0.00984
KS,2020-03-03,0.0041
KY,2020-03-03,0.0124
LA,2020-03-03,0.00145
ME,2020-03-03,0.0034
MD,2020-03-03,0.0132
MA,2020-03-03,0.00259
MI,2020-03-03,0.008140000000000001
MN,2020-03-03,0.007540000000000001
MS,2020-03-03,0.00047999999999999996
MO,2020-03-03,0.00992
MT,2020-03-03,0.00409
NE,2020-03-03,-0.0117
NV,2020-03-03,0.0179
NH,2020-03-03,0.00361
NJ,2020-03-03,0.0109
NM,2020-03-03,0.0399
NY,2020-03-03,0.00842
NC,2020-03-03,0.0113
ND,2020-03-03,0.0282
OH,2020-03-03,0.0128
OK,2020-03-03,0.00733
OR,2020-03-03,0.0122
PA,2020-03-03,0.0112
RI,2020-03-03,0.00598
SC,2020-03-03,0.0051600000000000005
SD,2020-03-03,-0.00813
TN,2020-03-03,0.0136
TX,2020-03-03,0.0192
UT,2020-03-03,0.00613
VT,2020-03-03,-0.0156
VA,2020-03-03,0.0126
WA,2020-03-03,0.0204
WV,2020-03-03,-0.00979
WI,2020-03-03,0.00472
WY,2020-03-03,-0.0154
AL,2020-03-04,0.0117
AK,2020-03-04,-0.0092
AZ,2020-03-04,0.0229
AR,2020-03-04,0.00579
CA,2020-03-04,0.0252
CO,2020-03-04,0.0133
CT,2020-03-04,0.00505
DE,2020-03-04,0.017
DC,2020-03-04,0.0223
FL,2020-03-04,0.0181
GA,2020-03-04,0.00678
HI,2020-03-04,-0.0369
ID,2020-03-04,0.0407
IL,2020-03-04,0.0147
IN,2020-03-04,0.00839
IA,2020-03-04,0.0104
KS,2020-03-04,0.00479
KY,2020-03-04,0.0123
LA,2020-03-04,0.0014199999999999998
ME,2020-03-04,0.00314
MD,2020-03-04,0.0133
MA,2020-03-04,0.0028699999999999997
MI,2020-03-04,0.007940000000000001
MN,2020-03-04,0.0072299999999999994
MS,2020-03-04,0.000233
MO,2020-03-04,0.009940000000000001
MT,2020-03-04,0.00298
NE,2020-03-04,-0.0118
NV,2020-03-04,0.0182
NH,2020-03-04,0.0034100000000000003
NJ,2020-03-04,0.0109
NM,2020-03-04,0.0406
NY,2020-03-04,0.00848
NC,2020-03-04,0.0116
ND,2020-03-04,0.0282
OH,2020-03-04,0.0127
OK,2020-03-04,0.0068200000000000005
OR,2020-03-04,0.0107
PA,2020-03-04,0.0113
RI,2020-03-04,0.0056
SC,2020-03-04,0.00483
