state,date,employment
MA,2020-01-30,0.0027600000000000003
MI,2020-01-30,0.00551
MN,2020-01-30,0.0028399999999999996
MS,2020-01-30,0.00259
MO,2020-01-30,0.00123
MT,2020-01-30,0.005520000000000001
NE,2020-01-30,-0.0104
NV,2020-01-30,0.00795
NH,2020-01-30,0.0034
NJ,2020-01-30,0.0044
NM,2020-01-30,0.0167
NY,2020-01-30,0.00556
NC,2020-01-30,0.00229
ND,2020-01-30,0.00734
OH,2020-01-30,0.00238
OK,2020-01-30,0.00517
OR,2020-01-30,0.008409999999999999
PA,2020-01-30,0.00286
RI,2020-01-30,0.004079999999999999
SC,2020-01-30,0.004529999999999999
SD,2020-01-30,-0.00584
TN,2020-01-30,0.0054
TX,2020-01-30,0.00979
UT,2020-01-30,0.00592
VT,2020-01-30,0.00116
VA,2020-01-30,0.000491
WA,2020-01-30,0.009179999999999999
WV,2020-01-30,0.005220000000000001
WI,2020-01-30,0.0026
WY,2020-01-30,0.00704
AL,2020-01-31,0.00564
AK,2020-01-31,0.00162
AZ,2020-01-31,0.00863
AR,2020-01-31,0.00592
CA,2020-01-31,0.0104
CO,2020-01-31,0.00481
CT,2020-01-31,0.00315
DE,2020-01-31,0.00539
DC,2020-01-31,0.008320000000000001
FL,2020-01-31,0.00855
GA,2020-01-31,0.00566
HI,2020-01-31,-0.00425
ID,2020-01-31,0.0156
IL,2020-01-31,0.00634
IN,2020-01-31,0.00494
IA,2020-01-31,0.00473
KS,2020-01-31,-0.00236
KY,2020-01-31,0.0082
LA,2020-01-31,0.0097
ME,2020-01-31,0.00386
MD,2020-01-31,0.00386
MA,2020-01-31,0.0025399999999999997
MI,2020-01-31,0.00542
MN,2020-01-31,0.0027600000000000003
MS,2020-01-31,0.00259
MO,2020-01-31,0.00141
MT,2020-01-31,0.00539
NE,2020-01-31,-0.0109
NV,2020-01-31,0.00859
NH,2020-01-31,0.00316
NJ,2020-01-31,0.0044
NM,2020-01-31,0.0175
NY,2020-01-31,0.00557
NC,2020-01-31,0.0024
ND,2020-01-31,0.00658
OH,2020-01-31,0.00262
OK,2020-01-31,0.00539
OR,2020-01-31,0.00883
PA,2020-01-31,0.0029100000000000003
RI,2020-01-31,0.0038
SC,2020-01-31,0.00432
SD,2020-01-31,-0.00809
TN,2020-01-31,0.00547
TX,2020-01-31,0.0102
UT,2020-01-31,0.00591
VT,2020-01-31,0.000572
VA,2020-01-31,0.000562
WA,2020-01-31,0.009640000000000001
WV,2020-01-31,0.00528
WI,2020-01-31,0.00212
WY,2020-01-31,0.0067
AL,2020-02-01,0.00581
AK,2020-02-01,0.0008210000000000001
AZ,2020-02-01,0.009640000000000001
AR,2020-02-01,0.00549
CA,2020-02-01,0.011000000000000001
CO,2020-02-01,0.00466
CT,2020-02-01,0.00303
DE,2020-02-01,0.005520000000000001
DC,2020-02-01,0.009000000000000001
FL,2020-02-01,0.00891
GA,2020-02-01,0.00599
HI,2020-02-01,-0.0085
ID,2020-02-01,0.0163
IL,2020-02-01,0.006409999999999999
IN,2020-02-01,0.005
IA,2020-02-01,0.00492
KS,2020-02-01,-0.00246
KY,2020-02-01,0.008740000000000001
LA,2020-02-01,0.0098
ME,2020-02-01,0.0036799999999999997
MD,2020-02-01,0.0038200000000000005
MA,2020-02-01,0.00229
MI,2020-02-01,0.00536
MN,2020-02-01,0.00264
MS,2020-02-01,0.00267
MO,2020-02-01,0.00168
MT,2020-02-01,0.00513
NE,2020-02-01,-0.0112
NV,2020-02-01,0.00912
NH,2020-02-01,0.00298
NJ,2020-02-01,0.004379999999999999
NM,2020-02-01,0.018000000000000002
NY,2020-02-01,0.00556
NC,2020-02-01,0.00249
ND,2020-02-01,0.0061200000000000004
OH,2020-02-01,0.00292
OK,2020-02-01,0.00561
OR,2020-02-01,0.00923
PA,2020-02-01,0.00296
RI,2020-02-01,0.0034100000000000003
SC,2020-02-01,0.00398
SD,2020-02-01,-0.0102
TN,2020-02-01,0.00557
TX,2020-02-01,0.0106
UT,2020-02-01,0.00591
VT,2020-02-01,-0.000139
VA,2020-02-01,0.0006889999999999999
WA,2020-02-01,0.0102
WV,2020-02-01,0.0051600000000000005
WI,2020-02-01,0.0016300000000000002
WY,2020-02-01,0.006409999999999999
AL,2020-02-02,0.00596
AK,2020-02-02,3.37e-05
AZ,2020-02-02,0.0106
AR,2020-02-02,0.0049
CA,2020-02-02,0.0116
CO,2020-02-02,0.00455
CT,2020-02-02,0.0028699999999999997
DE,2020-02-02,0.005679999999999999
DC,2020-02-02,0.009729999999999999
FL,2020-02-02,0.00926
GA,2020-02-02,0.00634
HI,2020-02-02,-0.0127
ID,2020-02-02,0.0169
IL,2020-02-02,0.00642
IN,2020-02-02,0.00509
IA,2020-02-02,0.00519
KS,2020-02-02,-0.00251
KY,2020-02-02,0.00926
LA,2020-02-02,0.0098
ME,2020-02-02,0.0034
MD,2020-02-02,0.0037700000000000003
MA,2020-02-02,0.00202
MI,2020-02-02,0.00533
MN,2020-02-02,0.0025
MS,2020-02-02,0.00277
MO,2020-02-02,0.00205
MT,2020-02-02,0.00484
NE,2020-02-02,-0.0114
NV,2020-02-02,0.00957
NH,2020-02-02,0.0029
NJ,2020-02-02,0.004370000000000001
NM,2020-02-02,0.0183
NY,2020-02-02,0.00554
NC,2020-02-02,0.00259
ND,2020-02-02,0.00594
OH,2020-02-02,0.0032700000000000003
OK,2020-02-02,0.00583
OR,2020-02-02,0.009640000000000001
PA,2020-02-02,0.00301
RI,2020-02-02,0.00294
SC,2020-02-02,0.00351
SD,2020-02-02,-0.012
TN,2020-02-02,0.00569
TX,2020-02-02,0.0109
UT,2020-02-02,0.00598
VT,2020-02-02,-0.0009630000000000001
VA,2020-02-02,0.0008849999999999999
WA,2020-02-02,0.0109
WV,2020-02-02,0.0050100000000000006
WI,2020-02-02,0.00117
WY,2020-02-02,0.0061
AL,2020-02-03,0.00609
AK,2020-02-03,-0.0007469999999999999
AZ,2020-02-03,0.0115
AR,2020-02-03,0.004229999999999999
CA,2020-02-03,0.0122
CO,2020-02-03,0.00447
CT,2020-02-03,0.00268
DE,2020-02-03,0.00587
DC,2020-02-03,0.0105
FL,2020-02-03,0.00963
GA,2020-02-03,0.00671
HI,2020-02-03,-0.0167
ID,2020-02-03,0.0176
IL,2020-02-03,0.0064
IN,2020-02-03,0.00521
IA,2020-02-03,0.00551
KS,2020-02-03,-0.00252
KY,2020-02-03,0.00975
LA,2020-02-03,0.009729999999999999
ME,2020-02-03,0.0030399999999999997
MD,2020-02-03,0.00375
MA,2020-02-03,0.00173
MI,2020-02-03,0.00535
MN,2020-02-03,0.00234
MS,2020-02-03,0.0029100000000000003
MO,2020-02-03,0.00249
MT,2020-02-03,0.00455
NE,2020-02-03,-0.0113
NV,2020-02-03,0.00993
NH,2020-02-03,0.00292
NJ,2020-02-03,0.004379999999999999
NM,2020-02-03,0.0185
NY,2020-02-03,0.005520000000000001
NC,2020-02-03,0.00268
ND,2020-02-03,0.00604
OH,2020-02-03,0.00366
OK,2020-02-03,0.00605
OR,2020-02-03,0.0101
PA,2020-02-03,0.00307
RI,2020-02-03,0.0024100000000000002
SC,2020-02-03,0.00296
SD,2020-02-03,-0.0136
TN,2020-02-03,0.00586
TX,2020-02-03,0.0112
UT,2020-02-03,0.00614
VT,2020-02-03,-0.00187
VA,2020-02-03,0.00115
WA,2020-02-03,0.0117
WV,2020-02-03,0.00484
WI,2020-02-03,0.0007650000000000001
WY,2020-02-03,0.0057399999999999994
AL,2020-02-04,0.00628
AK,2020-02-04,-0.0015400000000000001
AZ,2020-02-04,0.0123
AR,2020-02-04,0.00358
CA,2020-02-04,0.0129
CO,2020-02-04,0.00447
CT,2020-02-04,0.00245
DE,2020-02-04,0.0061200000000000004
DC,2020-02-04,0.0113
FL,2020-02-04,0.01
GA,2020-02-04,0.0071200000000000005
HI,2020-02-04,-0.0204
ID,2020-02-04,0.0182
IL,2020-02-04,0.0064
IN,2020-02-04,0.0054
IA,2020-02-04,0.00591
KS,2020-02-04,-0.00247
KY,2020-02-04,0.0102
LA,2020-02-04,0.00967
ME,2020-02-04,0.0026100000000000003
MD,2020-02-04,0.0037600000000000003
MA,2020-02-04,0.00145
MI,2020-02-04,0.00545
MN,2020-02-04,0.00218
MS,2020-02-04,0.00312
MO,2020-02-04,0.0030600000000000002
MT,2020-02-04,0.00435
NE,2020-02-04,-0.0109
NV,2020-02-04,0.0102
NH,2020-02-04,0.00303
NJ,2020-02-04,0.00441
NM,2020-02-04,0.0186
NY,2020-02-04,0.00551
NC,2020-02-04,0.00283
ND,2020-02-04,0.00639
OH,2020-02-04,0.00411
OK,2020-02-04,0.00629
OR,2020-02-04,0.0105
PA,2020-02-04,0.00315
RI,2020-02-04,0.00183
SC,2020-02-04,0.00235
SD,2020-02-04,-0.0148
TN,2020-02-04,0.00611
TX,2020-02-04,0.0115
UT,2020-02-04,0.006409999999999999
VT,2020-02-04,-0.00281
VA,2020-02-04,0.00149
WA,2020-02-04,0.0126
WV,2020-02-04,0.00475
WI,2020-02-04,0.00044100000000000004
WY,2020-02-04,0.0052899999999999996
AL,2020-02-05,0.00646
AK,2020-02-05,-0.00236
AZ,2020-02-05,0.0132
AR,2020-02-05,0.00301
CA,2020-02-05,0.0135
CO,2020-02-05,0.004520000000000001
CT,2020-02-05,0.00218
DE,2020-02-05,0.00643
DC,2020-02-05,0.0121
FL,2020-02-05,0.0104
GA,2020-02-05,0.007529999999999999
HI,2020-02-05,-0.0238
ID,2020-02-05,0.019
IL,2020-02-05,0.0064
IN,2020-02-05,0.00562
IA,2020-02-05,0.0063
KS,2020-02-05,-0.00238
KY,2020-02-05,0.0106
LA,2020-02-05,0.00958
ME,2020-02-05,0.00213
MD,2020-02-05,0.00381
MA,2020-02-05,0.00121
MI,2020-02-05,0.0056
MN,2020-02-05,0.00202
MS,2020-02-05,0.00336
MO,2020-02-05,0.00365
MT,2020-02-05,0.0042
NE,2020-02-05,-0.0105
NV,2020-02-05,0.0105
NH,2020-02-05,0.00323
NJ,2020-02-05,0.00448
NM,2020-02-05,0.0187
NY,2020-02-05,0.0055
NC,2020-02-05,0.00295
ND,2020-02-05,0.00704
OH,2020-02-05,0.00458
OK,2020-02-05,0.00657
OR,2020-02-05,0.011000000000000001
PA,2020-02-05,0.00325
RI,2020-02-05,0.00122
SC,2020-02-05,0.00173
SD,2020-02-05,-0.0158
TN,2020-02-05,0.00642
TX,2020-02-05,0.0117
UT,2020-02-05,0.006790000000000001
VT,2020-02-05,-0.00375
VA,2020-02-05,0.0019
WA,2020-02-05,0.0136
WV,2020-02-05,0.00461
WI,2020-02-05,0.000204
WY,2020-02-05,0.00469
AL,2020-02-06,0.00662
AK,2020-02-06,-0.00322
AZ,2020-02-06,0.0139
AR,2020-02-06,0.00257
CA,2020-02-06,0.0142
CO,2020-02-06,0.00464
CT,2020-02-06,0.0018899999999999998
DE,2020-02-06,0.006809999999999999
DC,2020-02-06,0.0129
FL,2020-02-06,0.0108
GA,2020-02-06,0.00793
HI,2020-02-06,-0.0269
ID,2020-02-06,0.0197
IL,2020-02-06,0.00643
IN,2020-02-06,0.00591
IA,2020-02-06,0.006640000000000001
KS,2020-02-06,-0.00225
KY,2020-02-06,0.011000000000000001
LA,2020-02-06,0.00946
ME,2020-02-06,0.0016600000000000002
MD,2020-02-06,0.00392
MA,2020-02-06,0.00103
MI,2020-02-06,0.0058
MN,2020-02-06,0.0018899999999999998
MS,2020-02-06,0.00358
MO,2020-02-06,0.00426
MT,2020-02-06,0.00414
NE,2020-02-06,-0.00985
NV,2020-02-06,0.0106
NH,2020-02-06,0.0035
NJ,2020-02-06,0.00458
NM,2020-02-06,0.0188
NY,2020-02-06,0.00551
NC,2020-02-06,0.0031100000000000004
ND,2020-02-06,0.00784
OH,2020-02-06,0.00507
OK,2020-02-06,0.00686
OR,2020-02-06,0.0114
PA,2020-02-06,0.00337
RI,2020-02-06,0.000609
SC,2020-02-06,0.00114
SD,2020-02-06,-0.0166
TN,2020-02-06,0.0068
TX,2020-02-06,0.0119
UT,2020-02-06,0.00727
VT,2020-02-06,-0.00465
VA,2020-02-06,0.00236
WA,2020-02-06,0.0146
WV,2020-02-06,0.00441
WI,2020-02-06,7.509999999999998e-05
WY,2020-02-06,0.00389
AL,2020-02-07,0.0067599999999999995
AK,2020-02-07,-0.00418
AZ,2020-02-07,0.0146
AR,2020-02-07,0.00228
CA,2020-02-07,0.0149
CO,2020-02-07,0.0048200000000000005
CT,2020-02-07,0.00156
DE,2020-02-07,0.00728
DC,2020-02-07,0.0136
FL,2020-02-07,0.0112
GA,2020-02-07,0.00829
HI,2020-02-07,-0.0295
ID,2020-02-07,0.0206
IL,2020-02-07,0.0065
IN,2020-02-07,0.00626
IA,2020-02-07,0.0069099999999999995
KS,2020-02-07,-0.0021
KY,2020-02-07,0.0113
LA,2020-02-07,0.00933
ME,2020-02-07,0.0012
MD,2020-02-07,0.0041
MA,2020-02-07,0.0009220000000000001
MI,2020-02-07,0.00607
MN,2020-02-07,0.00179
MS,2020-02-07,0.00381
MO,2020-02-07,0.00483
MT,2020-02-07,0.004229999999999999
NE,2020-02-07,-0.00916
NV,2020-02-07,0.0108
NH,2020-02-07,0.0038299999999999996
NJ,2020-02-07,0.00473
NM,2020-02-07,0.019
NY,2020-02-07,0.00554
NC,2020-02-07,0.00337
ND,2020-02-07,0.008870000000000001
OH,2020-02-07,0.00558
OK,2020-02-07,0.00716
OR,2020-02-07,0.0119
PA,2020-02-07,0.0035299999999999997
RI,2020-02-07,2.05e-05
SC,2020-02-07,0.000584
SD,2020-02-07,-0.0172
TN,2020-02-07,0.00725
TX,2020-02-07,0.0122
UT,2020-02-07,0.00784
VT,2020-02-07,-0.0055
VA,2020-02-07,0.0028699999999999997
WA,2020-02-07,0.0156
WV,2020-02-07,0.0041
WI,2020-02-07,6.18e-05
WY,2020-02-07,0.0028899999999999998
AL,2020-02-08,0.00683
AK,2020-02-08,-0.00515
AZ,2020-02-08,0.0153
AR,2020-02-08,0.00215
CA,2020-02-08,0.0156
CO,2020-02-08,0.00505
CT,2020-02-08,0.00118
DE,2020-02-08,0.007790000000000001
DC,2020-02-08,0.0143
FL,2020-02-08,0.0116
GA,2020-02-08,0.00855
HI,2020-02-08,-0.0317
ID,2020-02-08,0.0213
IL,2020-02-08,0.0066
IN,2020-02-08,0.00657
IA,2020-02-08,0.0070799999999999995
KS,2020-02-08,-0.0019
KY,2020-02-08,0.0115
LA,2020-02-08,0.0091
ME,2020-02-08,0.000798
MD,2020-02-08,0.00432
MA,2020-02-08,0.0009
MI,2020-02-08,0.006370000000000001
MN,2020-02-08,0.00172
MS,2020-02-08,0.0039
MO,2020-02-08,0.00532
MT,2020-02-08,0.00449
NE,2020-02-08,-0.00848
NV,2020-02-08,0.0107
NH,2020-02-08,0.00419
NJ,2020-02-08,0.00492
NM,2020-02-08,0.0194
NY,2020-02-08,0.00558
NC,2020-02-08,0.0035299999999999997
ND,2020-02-08,0.00998
OH,2020-02-08,0.00602
OK,2020-02-08,0.00746
OR,2020-02-08,0.0124
PA,2020-02-08,0.0037
RI,2020-02-08,-0.000517
SC,2020-02-08,6.51e-05
SD,2020-02-08,-0.0177
TN,2020-02-08,0.0077
TX,2020-02-08,0.0124
UT,2020-02-08,0.008440000000000001
VT,2020-02-08,-0.00626
VA,2020-02-08,0.00337
WA,2020-02-08,0.0166
WV,2020-02-08,0.0036299999999999995
WI,2020-02-08,0.00016999999999999999
WY,2020-02-08,0.00164
AL,2020-02-09,0.0069099999999999995
AK,2020-02-09,-0.00615
AZ,2020-02-09,0.0159
AR,2020-02-09,0.00225
CA,2020-02-09,0.0163
CO,2020-02-09,0.00533
CT,2020-02-09,0.0007559999999999999
DE,2020-02-09,0.00836
DC,2020-02-09,0.0149
FL,2020-02-09,0.0119
GA,2020-02-09,0.00877
HI,2020-02-09,-0.0335
ID,2020-02-09,0.0221
IL,2020-02-09,0.006790000000000001
IN,2020-02-09,0.006940000000000001
IA,2020-02-09,0.00718
KS,2020-02-09,-0.0016899999999999999
KY,2020-02-09,0.0115
LA,2020-02-09,0.008870000000000001
ME,2020-02-09,0.00046100000000000004
MD,2020-02-09,0.0046
MA,2020-02-09,0.000965
MI,2020-02-09,0.00671
MN,2020-02-09,0.0017
MS,2020-02-09,0.004
MO,2020-02-09,0.00573
MT,2020-02-09,0.00488
NE,2020-02-09,-0.007790000000000001
NV,2020-02-09,0.0107
NH,2020-02-09,0.00456
NJ,2020-02-09,0.00515
NM,2020-02-09,0.02
NY,2020-02-09,0.00563
NC,2020-02-09,0.00366
ND,2020-02-09,0.0113
OH,2020-02-09,0.00643
OK,2020-02-09,0.00778
OR,2020-02-09,0.0129
PA,2020-02-09,0.0038799999999999998
RI,2020-02-09,-0.001
SC,2020-02-09,-0.00033999999999999997
SD,2020-02-09,-0.018000000000000002
TN,2020-02-09,0.008190000000000001
TX,2020-02-09,0.0126
UT,2020-02-09,0.0091
VT,2020-02-09,-0.0069099999999999995
VA,2020-02-09,0.0039
WA,2020-02-09,0.0175
WV,2020-02-09,0.0030800000000000003
WI,2020-02-09,0.000388
WY,2020-02-09,0.000166
AL,2020-02-10,0.0069900000000000006
AK,2020-02-10,-0.00717
AZ,2020-02-10,0.0164
AR,2020-02-10,0.0025399999999999997
CA,2020-02-10,0.0169
CO,2020-02-10,0.0056700000000000006
CT,2020-02-10,0.000317
DE,2020-02-10,0.00894
DC,2020-02-10,0.0154
FL,2020-02-10,0.0123
GA,2020-02-10,0.00894
HI,2020-02-10,-0.035
ID,2020-02-10,0.0229
IL,2020-02-10,0.00705
IN,2020-02-10,0.00735
IA,2020-02-10,0.00719
KS,2020-02-10,-0.00148
KY,2020-02-10,0.0116
LA,2020-02-10,0.00863
ME,2020-02-10,0.000195
MD,2020-02-10,0.00494
MA,2020-02-10,0.0011
MI,2020-02-10,0.0070799999999999995
MN,2020-02-10,0.0017399999999999998
MS,2020-02-10,0.004070000000000001
MO,2020-02-10,0.00607
MT,2020-02-10,0.00539
NE,2020-02-10,-0.007109999999999999
NV,2020-02-10,0.0106
NH,2020-02-10,0.00494
NJ,2020-02-10,0.00541
NM,2020-02-10,0.0208
NY,2020-02-10,0.0057
NC,2020-02-10,0.00375
ND,2020-02-10,0.0127
OH,2020-02-10,0.0068200000000000005
OK,2020-02-10,0.0081
OR,2020-02-10,0.0134
PA,2020-02-10,0.00409
RI,2020-02-10,-0.00141
SC,2020-02-10,-0.0006320000000000001
SD,2020-02-10,-0.0183
TN,2020-02-10,0.008709999999999999
TX,2020-02-10,0.0128
UT,2020-02-10,0.0098
VT,2020-02-10,-0.00744
VA,2020-02-10,0.00445
WA,2020-02-10,0.0183
WV,2020-02-10,0.00246
WI,2020-02-10,0.0006929999999999999
WY,2020-02-10,-0.00149
AL,2020-02-11,0.007209999999999999
AK,2020-02-11,-0.008159999999999999
AZ,2020-02-11,0.017
AR,2020-02-11,0.0030600000000000002
CA,2020-02-11,0.0175
CO,2020-02-11,0.00611
CT,2020-02-11,-0.000105
DE,2020-02-11,0.00952
DC,2020-02-11,0.0159
FL,2020-02-11,0.0127
GA,2020-02-11,0.00915
HI,2020-02-11,-0.0361
ID,2020-02-11,0.0238
IL,2020-02-11,0.00742
IN,2020-02-11,0.00788
IA,2020-02-11,0.0072
KS,2020-02-11,-0.00126
KY,2020-02-11,0.0116
LA,2020-02-11,0.00847
ME,2020-02-11,1.93e-05
MD,2020-02-11,0.00534
MA,2020-02-11,0.0013
MI,2020-02-11,0.0075
MN,2020-02-11,0.0018399999999999998
MS,2020-02-11,0.00419
MO,2020-02-11,0.00642
MT,2020-02-11,0.0061200000000000004
NE,2020-02-11,-0.0064
NV,2020-02-11,0.0105
NH,2020-02-11,0.0053100000000000005
NJ,2020-02-11,0.0057
NM,2020-02-11,0.0219
NY,2020-02-11,0.00579
NC,2020-02-11,0.00398
ND,2020-02-11,0.0143
OH,2020-02-11,0.007209999999999999
OK,2020-02-11,0.0085
OR,2020-02-11,0.0138
PA,2020-02-11,0.0043100000000000005
RI,2020-02-11,-0.00172
SC,2020-02-11,-0.000713
SD,2020-02-11,-0.0183
TN,2020-02-11,0.009340000000000001
TX,2020-02-11,0.0132
UT,2020-02-11,0.0106
VT,2020-02-11,-0.007890000000000001
VA,2020-02-11,0.00509
WA,2020-02-11,0.019
WV,2020-02-11,0.00193
WI,2020-02-11,0.00108
WY,2020-02-11,-0.00317
AL,2020-02-12,0.007409999999999999
AK,2020-02-12,-0.00914
AZ,2020-02-12,0.0175
AR,2020-02-12,0.00366
CA,2020-02-12,0.0182
CO,2020-02-12,0.00658
CT,2020-02-12,-0.0005059999999999999
DE,2020-02-12,0.01
DC,2020-02-12,0.0163
FL,2020-02-12,0.0131
GA,2020-02-12,0.00928
HI,2020-02-12,-0.037000000000000005
ID,2020-02-12,0.0246
IL,2020-02-12,0.007809999999999999
IN,2020-02-12,0.00839
IA,2020-02-12,0.0070799999999999995
KS,2020-02-12,-0.00107
KY,2020-02-12,0.0116
LA,2020-02-12,0.00823
ME,2020-02-12,-9.1e-05
MD,2020-02-12,0.00576
MA,2020-02-12,0.00151
MI,2020-02-12,0.007909999999999999
MN,2020-02-12,0.00198
MS,2020-02-12,0.004229999999999999
MO,2020-02-12,0.006640000000000001
MT,2020-02-12,0.00688
NE,2020-02-12,-0.0057399999999999994
NV,2020-02-12,0.0105
NH,2020-02-12,0.00565
NJ,2020-02-12,0.00601
NM,2020-02-12,0.023
NY,2020-02-12,0.0059
NC,2020-02-12,0.00413
ND,2020-02-12,0.0159
OH,2020-02-12,0.007559999999999999
OK,2020-02-12,0.008870000000000001
OR,2020-02-12,0.0143
PA,2020-02-12,0.00454
RI,2020-02-12,-0.0019399999999999999
SC,2020-02-12,-0.000721
SD,2020-02-12,-0.0184
TN,2020-02-12,0.009940000000000001
TX,2020-02-12,0.0137
UT,2020-02-12,0.0114
VT,2020-02-12,-0.00826
VA,2020-02-12,0.00573
WA,2020-02-12,0.0196
WV,2020-02-12,0.00133
WI,2020-02-12,0.0015
WY,2020-02-12,-0.00489
AL,2020-02-13,0.00757
AK,2020-02-13,-0.0101
AZ,2020-02-13,0.018000000000000002
AR,2020-02-13,0.0042899999999999995
CA,2020-02-13,0.0188
CO,2020-02-13,0.0070799999999999995
CT,2020-02-13,-0.0008609999999999999
DE,2020-02-13,0.0104
DC,2020-02-13,0.0167
FL,2020-02-13,0.0135
GA,2020-02-13,0.00936
HI,2020-02-13,-0.0376
ID,2020-02-13,0.0254
IL,2020-02-13,0.00822
IN,2020-02-13,0.008870000000000001
IA,2020-02-13,0.006840000000000001
KS,2020-02-13,-0.000932
KY,2020-02-13,0.0115
LA,2020-02-13,0.00793
ME,2020-02-13,-0.00014
MD,2020-02-13,0.00619
MA,2020-02-13,0.00173
MI,2020-02-13,0.0083
MN,2020-02-13,0.00216
MS,2020-02-13,0.004220000000000001
MO,2020-02-13,0.00675
MT,2020-02-13,0.00758
NE,2020-02-13,-0.00509
NV,2020-02-13,0.0104
NH,2020-02-13,0.00595
NJ,2020-02-13,0.00633
NM,2020-02-13,0.0241
NY,2020-02-13,0.00601
NC,2020-02-13,0.00425
ND,2020-02-13,0.0175
OH,2020-02-13,0.00788
OK,2020-02-13,0.0092
OR,2020-02-13,0.0148
PA,2020-02-13,0.00476
RI,2020-02-13,-0.00203
SC,2020-02-13,-0.0006320000000000001
SD,2020-02-13,-0.0186
TN,2020-02-13,0.0105
TX,2020-02-13,0.0141
UT,2020-02-13,0.0121
VT,2020-02-13,-0.00859
VA,2020-02-13,0.0064
WA,2020-02-13,0.0201
WV,2020-02-13,0.0007469999999999999
WI,2020-02-13,0.0019199999999999998
WY,2020-02-13,-0.006540000000000001
AL,2020-02-14,0.007679999999999999
AK,2020-02-14,-0.011000000000000001
AZ,2020-02-14,0.0185
AR,2020-02-14,0.00495
CA,2020-02-14,0.0194
CO,2020-02-14,0.00762
CT,2020-02-14,-0.0011300000000000001
DE,2020-02-14,0.0105
DC,2020-02-14,0.0171
FL,2020-02-14,0.0139
GA,2020-02-14,0.00938
HI,2020-02-14,-0.0381
ID,2020-02-14,0.0262
IL,2020-02-14,0.00865
IN,2020-02-14,0.0093
IA,2020-02-14,0.006529999999999999
KS,2020-02-14,-0.000826
KY,2020-02-14,0.0113
LA,2020-02-14,0.00758
ME,2020-02-14,-0.00011599999999999999
MD,2020-02-14,0.00663
MA,2020-02-14,0.0019199999999999998
MI,2020-02-14,0.00866
MN,2020-02-14,0.00238
MS,2020-02-14,0.00404
MO,2020-02-14,0.006809999999999999
MT,2020-02-14,0.00823
NE,2020-02-14,-0.00447
NV,2020-02-14,0.0103
NH,2020-02-14,0.006220000000000001
NJ,2020-02-14,0.006659999999999999
NM,2020-02-14,0.0252
NY,2020-02-14,0.00614
NC,2020-02-14,0.00428
ND,2020-02-14,0.0191
OH,2020-02-14,0.00818
OK,2020-02-14,0.00951
OR,2020-02-14,0.0152
PA,2020-02-14,0.00498
RI,2020-02-14,-0.00197
SC,2020-02-14,-0.00044500000000000003
SD,2020-02-14,-0.0187
TN,2020-02-14,0.011000000000000001
TX,2020-02-14,0.0145
UT,2020-02-14,0.0129
VT,2020-02-14,-0.008879999999999999
VA,2020-02-14,0.0071
WA,2020-02-14,0.0205
WV,2020-02-14,0.000101
WI,2020-02-14,0.00235
WY,2020-02-14,-0.00807
AL,2020-02-15,0.00783
AK,2020-02-15,-0.0119
AZ,2020-02-15,0.019
AR,2020-02-15,0.0055899999999999995
CA,2020-02-15,0.02
CO,2020-02-15,0.00823
CT,2020-02-15,-0.0012699999999999999
DE,2020-02-15,0.0105
DC,2020-02-15,0.0175
FL,2020-02-15,0.0143
GA,2020-02-15,0.00939
HI,2020-02-15,-0.0383
ID,2020-02-15,0.027000000000000003
IL,2020-02-15,0.009059999999999999
IN,2020-02-15,0.00971
IA,2020-02-15,0.00606
KS,2020-02-15,-0.0008
KY,2020-02-15,0.0111
LA,2020-02-15,0.007209999999999999
ME,2020-02-15,-1.65e-05
MD,2020-02-15,0.0070599999999999994
MA,2020-02-15,0.0020800000000000003
MI,2020-02-15,0.009000000000000001
MN,2020-02-15,0.00264
MS,2020-02-15,0.00379
MO,2020-02-15,0.00675
MT,2020-02-15,0.00882
NE,2020-02-15,-0.0038799999999999998
NV,2020-02-15,0.0103
NH,2020-02-15,0.00644
NJ,2020-02-15,0.0069900000000000006
NM,2020-02-15,0.0263
NY,2020-02-15,0.0063100000000000005
NC,2020-02-15,0.00441
ND,2020-02-15,0.0207
OH,2020-02-15,0.00847
OK,2020-02-15,0.00978
OR,2020-02-15,0.0156
PA,2020-02-15,0.00521
RI,2020-02-15,-0.00175
SC,2020-02-15,-0.000174
SD,2020-02-15,-0.0188
TN,2020-02-15,0.0115
TX,2020-02-15,0.015
UT,2020-02-15,0.0137
VT,2020-02-15,-0.00913
VA,2020-02-15,0.00784
WA,2020-02-15,0.0208
WV,2020-02-15,-0.00046699999999999997
WI,2020-02-15,0.00274
WY,2020-02-15,-0.00942
AL,2020-02-16,0.00798
AK,2020-02-16,-0.0127
AZ,2020-02-16,0.0195
AR,2020-02-16,0.00619
CA,2020-02-16,0.0207
CO,2020-02-16,0.008879999999999999
CT,2020-02-16,-0.00128
DE,2020-02-16,0.0104
DC,2020-02-16,0.0178
FL,2020-02-16,0.0148
GA,2020-02-16,0.00939
HI,2020-02-16,-0.0385
ID,2020-02-16,0.0279
IL,2020-02-16,0.009470000000000001
IN,2020-02-16,0.0101
IA,2020-02-16,0.00551
KS,2020-02-16,-0.00081
KY,2020-02-16,0.0109
LA,2020-02-16,0.0067599999999999995
ME,2020-02-16,0.000147
MD,2020-02-16,0.007509999999999999
MA,2020-02-16,0.0021899999999999997
