state,date,tweet_id,subj,pol,vaderPol
MD,2020-05-05,1257748415594795009,0.3,0.06818181818181818,0.3412
MD,2020-03-25,1242778927288012800,0.0,0.0,0.2942
MD,2020-04-22,1253106306971549696,0.2888888888888889,-0.15555555555555559,0.0772
MD,2020-03-06,1236071126427750401,0.5944444444444444,-0.00833333333333334,-0.1759
MD,2020-03-20,1241145409076158465,0.32499999999999996,0.025,-0.6705
MD,2020-03-26,1242992711319408640,0.0,0.0,0.0
MD,2020-03-20,1241065600346185728,0.0,0.0,0.0
MD,2020-01-29,1222454556862402562,0.0,0.0,0.3182
MD,2020-01-29,1222468318885564416,0.5,0.5,0.4019
MD,2020-03-31,1244898359598616576,0.0,0.0,-0.0516
MD,2020-03-18,1240071017298608129,0.5,0.17045454545454544,-0.3595
MD,2020-03-18,1240115716256399362,0.06666666666666667,0.03333333333333333,0.4767
MD,2020-04-01,1245362894566375431,0.1875,-0.0625,0.0
MD,2020-03-20,1241060105594044422,1.0,-0.5,-0.2023
MD,2020-03-30,1244625373230399488,0.2,0.2,-0.296
MD,2020-03-24,1242458763652739072,1.0,-0.75,-0.2732
MD,2020-03-22,1241799272225550336,0.0,0.0,0.0
MD,2020-03-27,1243553137337806848,0.125,0.0,0.0
MD,2020-03-09,1237137744230580225,0.5178571428571428,-0.05580357142857145,-0.7418
MD,2020-03-26,1243163284250992640,1.0,1.0,0.8429
MD,2020-02-10,1227019177686421504,0.0,0.0,0.6679
MD,2020-03-18,1240065502124421120,0.5848484848484848,-0.02121212121212122,-0.5574
MD,2020-03-24,1242436256463814656,0.0,0.0,0.6597
MD,2020-03-04,1234996603749978112,0.0,0.0,0.3182
MD,2020-03-20,1241082738310025216,0.5,0.5,0.8286
MD,2020-04-01,1245159220338622465,0.39999999999999997,-0.04305555555555557,-0.6124
MD,2020-04-01,1245450665666756608,0.0,0.0,0.3612
MD,2020-04-02,1245701576880242689,0.7,-0.4,-0.34
MD,2020-04-28,1255228087828168706,0.75,0.25,0.1531
MD,2020-03-27,1243479313632067584,0.375,0.0,0.7407
MD,2020-04-11,1249123353681702912,0.8500000000000001,0.20000000000000004,0.0516
MD,2020-03-31,1245020405418557441,0.7000000000000001,0.16666666666666666,0.3109
MD,2020-03-23,1242089027098103808,0.35555555555555557,0.19444444444444445,-0.3182
MD,2020-03-24,1242596202547499008,0.18333333333333332,0.5166666666666667,0.1027
MD,2020-03-20,1240793930234581000,0.1,0.0,0.1531
MD,2020-03-23,1242134275543175171,0.55,-0.2,-0.5423
MD,2020-04-03,1245888181725204480,0.85,0.009375000000000022,0.3147
MD,2020-03-21,1241401639795339264,0.0,0.0,-0.4003
MD,2020-02-10,1227015672049389568,0.0,0.0,-0.5216
MD,2020-03-19,1240687785805139968,0.0,0.0,-0.3818
MD,2020-03-26,1243251546080579589,0.0,0.0,0.0
MD,2020-03-27,1243414776325144585,0.7,-0.4,-0.5994
MD,2020-04-19,1251929166494269447,0.25,0.15,-0.8658
MD,2020-04-15,1250521801572126725,0.2833333333333333,0.08522727272727272,0.4199
MD,2020-03-23,1241914003087122435,0.44722222222222224,0.1375,0.2115
MD,2020-03-14,1238619511735099399,0.41785714285714287,0.24285714285714285,0.0
MD,2020-03-31,1244779232821161992,0.0,0.0,0.4738
MD,2020-04-04,1246535069310779400,0.0,0.0,0.0
MD,2020-03-30,1244709112795070476,0.4,-0.05,0.0
MD,2020-03-26,1243049535976415233,0.0,0.0,0.3612
MD,2020-04-03,1245887116640505856,0.7123015873015872,0.39285714285714285,0.7034
MD,2020-04-03,1246062395686113285,0.6,-0.3,0.0
MD,2020-04-04,1246522931209003008,1.0,-0.7999999999999999,0.0
MD,2020-03-08,1236443821833101313,0.375,0.4,0.6249
MD,2020-03-22,1241805056183349248,0.3717171717171717,-0.009595959595959616,0.1027
MD,2020-04-04,1246454031393984513,0.7272727272727273,0.5852272727272727,0.0
MD,2020-03-22,1241834030288510978,0.7000000000000001,0.4333333333333333,0.435
MD,2020-04-02,1245610422406807554,0.55,0.35,0.7814
MD,2020-04-02,1245513580906254336,0.35,-0.25,-0.5707
MD,2020-03-21,1241217010660446212,0.7,-0.4,-0.5423
MD,2020-04-15,1250521078595805191,0.45454545454545453,0.13636363636363635,0.4939
MD,2020-01-25,1220941851445866496,0.0,0.0,0.6908
MD,2020-03-03,1234983679576829952,0.9444444444444444,-0.25,-0.296
MD,2020-03-30,1244603697398788100,0.0,0.0,0.3182
MD,2020-04-02,1245773098508595205,0.4,0.5,0.0
MD,2020-03-31,1244785970966409216,0.25555555555555554,0.26666666666666666,0.7184
MD,2020-03-07,1236091701791461377,0.0,0.0,0.716
MD,2020-04-03,1245940057141325825,0.0,0.0,0.0
MD,2020-04-15,1250527241542537216,1.0,0.85,0.8951
MD,2020-04-01,1245394423896322049,0.4666666666666666,0.033333333333333326,-0.5574
MD,2020-03-28,1244004490459709440,0.0,0.0,-0.34
MD,2020-03-31,1245019231189598209,0.75,0.55,0.5267
MD,2020-04-04,1246369021190168577,0.4625,0.45,0.2465
MD,2020-03-28,1243755374790029312,0.5,0.5,-0.2755
MD,2020-04-04,1246523661126901766,0.0,0.0,0.0
MD,2020-04-01,1245382741425893376,0.5333333333333333,0.0,-0.8658
MD,2020-03-20,1241105479079727107,0.5833333333333334,-0.0666666666666667,-0.1531
MD,2020-03-31,1245124218897018880,0.0,0.0,0.0
MD,2020-04-04,1246351086497103873,0.0,0.0,0.25
MD,2020-03-31,1245049039843966976,0.4000000000000001,0.39999999999999997,0.8481
MD,2020-04-15,1250500325599072258,0.9,0.6,0.2023
MD,2020-04-01,1245416431648485378,0.0,0.0,0.0
MD,2020-03-24,1242567387666354176,0.2,0.3,-0.0516
MD,2020-04-01,1245187846820036611,0.0,0.0,-0.4404
MD,2020-04-04,1246563339246997505,0.0,0.0,0.3612
MD,2020-04-02,1245755750884016129,0.0,0.0,-0.7627
MD,2020-03-27,1243514029399846914,1.0,0.3,0.6573
MD,2020-04-28,1255216905968893953,0.1,0.0,0.3612
MD,2020-04-02,1245587802919591938,0.0,0.0,0.0
MD,2020-03-18,1240121386812743681,0.06666666666666667,0.03333333333333333,0.4767
MD,2020-03-14,1238659265595879424,0.6,-0.4000000000000001,0.0
MD,2020-03-22,1241788757008953344,0.6875,-0.3125,-0.0762
MD,2020-03-31,1245043176160854016,0.0,0.0,0.4019
MD,2020-03-23,1242071537378705410,0.125,0.0,0.0
MD,2020-03-08,1236455012122968081,1.0,-1.0,-0.5267
MD,2020-04-04,1246547010922086405,0.0,0.0,0.0
MD,2020-05-01,1256320305259319296,0.75,-0.125,0.3182
MD,2020-03-28,1243697996056977408,0.0,0.0,0.0
MD,2020-03-25,1242877589947113476,0.0,0.0,-0.5975
MD,2020-04-01,1245182905925672961,0.06666666666666667,0.03333333333333333,-0.3875
MD,2020-04-01,1245258306668593153,0.55,0.05,-0.4404
MD,2020-03-30,1244697368991338496,0.0,0.0,0.0
MD,2020-03-27,1243669365951774728,0.4,0.8,-0.7906
MD,2020-03-29,1244269016643928066,0.0,0.0,0.0
MD,2020-03-27,1243651882695954434,0.45454545454545453,0.13636363636363635,0.1027
MD,2020-03-04,1235000502179573762,0.48888888888888893,-0.005555555555555554,0.7469
MD,2020-04-02,1245745504388030464,0.3,1.0,0.7717
MD,2020-03-22,1241776660497735681,1.0,-0.6666666666666666,-0.3818
MD,2020-04-01,1245153323176558592,0.0,0.0,-0.2732
MD,2020-03-26,1243152610699460609,0.0,0.0,0.0
MD,2020-03-14,1238636704145313797,0.0,0.0,0.3612
MD,2020-04-02,1245738793354907648,0.0,0.0,0.0
