state,date,tweet_id,subj,pol
SC,2020-04-03,1245915889834143755,0.0,0.0
SC,2020-03-18,1240279482667347968,0.9,0.3
SC,2020-03-04,1234993040147660801,0.55,-0.25
SC,2020-03-13,1238560497911443456,0.4611111111111111,0.33888888888888885
SC,2020-04-23,1253376436922179585,0.9,-0.8
SC,2020-03-21,1241185809119789056,1.0,1.0
SC,2020-03-18,1240379282318397444,0.0,0.0
SC,2020-03-04,1234997691840528385,0.9,-0.5
SC,2020-03-29,1244056092818247683,0.0,0.0
SC,2020-03-30,1244499422723092480,0.262962962962963,0.11481481481481481
SC,2020-03-19,1240776742735937536,0.0,0.0
SC,2020-03-26,1243198831266799616,0.5,0.0
SC,2020-03-14,1238619553707499523,0.0,0.0
SC,2020-03-31,1245119214748413953,0.0,0.0
SC,2020-03-24,1242465758795288576,0.5,0.3
SC,2020-03-30,1244465046685704192,0.6,0.1
SC,2020-03-06,1236039251181137921,0.63125,0.1125
SC,2020-03-27,1243450687272431616,0.8,-0.6
SC,2020-03-25,1242773063780970498,0.0,0.0
SC,2020-03-22,1241589720821440512,0.5,-0.3125
SC,2020-03-30,1244667550958587907,0.0,0.0
SC,2020-04-01,1245170871439888384,0.6,0.5
SC,2020-03-30,1244419512776228869,0.0,0.0
SC,2020-03-19,1240597755405443073,0.25,-0.3125
SC,2020-03-24,1242274667248922627,1.0,0.4
SC,2020-03-23,1242184258082484224,0.3833333333333333,0.10000000000000002
SC,2020-03-23,1241941224464035840,0.45454545454545453,-0.06818181818181818
SC,2020-03-22,1241527439307739136,0.7333333333333334,-0.4666666666666666
SC,2020-03-28,1244014817066835969,1.0,0.625
SC,2020-03-06,1236015210181296128,0.0,0.0
SC,2020-03-27,1243520807550226432,0.0,0.0
SC,2020-03-04,1234998039728640000,0.9,-0.5
SC,2020-05-05,1257743399249162241,0.5,0.4
SC,2020-04-23,1253117409587793922,0.0,0.0
SC,2020-03-29,1244066599713288193,0.5666666666666667,0.08333333333333333
SC,2020-03-21,1241464629479575556,0.0,0.0
SC,2020-03-31,1245118829182816262,0.0,0.0
SC,2020-03-21,1241180092321148929,0.75,0.0
SC,2020-03-27,1243588570943758337,0.6,0.0
