state,date,tweet_id,subj,pol,vaderPol
IN,2020-02-12,1227703799072116743,0.0,0.0,0.0
IN,2020-04-20,1252315768538255368,0.0,0.0,0.4767
IN,2020-03-03,1234985002284109824,0.3125,0.25,0.0
IN,2020-03-06,1236038710413660160,0.0,0.0,-0.6365
IN,2020-01-29,1222504559953825795,0.8571428571428571,-0.7142857142857143,-0.4118
IN,2020-03-27,1243333418278096897,0.275,-0.2,-0.5267
IN,2020-03-06,1236062257756418049,0.0,0.0,0.5423
IN,2020-04-15,1250511941224869890,0.0,0.0,-0.4019
IN,2020-03-22,1241867199142379522,0.0,0.0,0.7096
IN,2020-03-29,1244083985422200837,0.0,0.0,0.0
IN,2020-04-04,1246385508990713857,0.0,0.0,-0.6739
IN,2020-03-31,1244842391120551943,0.2888888888888889,-0.15555555555555559,0.0
IN,2020-03-31,1245128442665975809,0.0,0.0,0.0
IN,2020-03-25,1242680973554266116,0.9666666666666667,0.7333333333333333,0.8622
IN,2020-03-23,1242134157721034754,0.5416666666666666,-0.2916666666666667,-0.7637
IN,2020-03-20,1240813283806007298,1.0,0.0,0.4404
IN,2020-05-01,1256320490156617728,0.0,0.0,-0.3612
IN,2020-02-25,1232446009470373888,0.75,0.0625,0.658
IN,2020-02-25,1232446302107004928,0.4,-0.3,-0.1027
IN,2020-04-01,1245188009701650432,0.5259090909090909,-0.18772727272727271,-0.8519
IN,2020-03-28,1243692035665772546,0.0,0.0,0.5574
IN,2020-02-14,1228314413482024961,0.84375,0.09375,0.0
IN,2020-04-04,1246448373340737536,0.35,0.4,0.0516
IN,2020-03-21,1241174858144284679,0.562962962962963,0.014814814814814808,0.0
IN,2020-03-19,1240643733055471617,0.65,0.35,0.6908
IN,2020-03-26,1243210559190941697,0.0,0.0,0.0
IN,2020-04-03,1246202070413312005,0.635,0.315,0.7003
IN,2020-03-19,1240726609319145472,0.25,0.25,0.0
IN,2020-03-07,1236079617464832002,0.9,0.4,-0.5994
IN,2020-04-01,1245376438263570432,0.0,0.0,-0.8491
IN,2020-04-02,1245713229084528646,0.7,0.55,0.5859
IN,2020-03-06,1236051168733716481,0.0,0.0,-0.4215
IN,2020-03-06,1236057182225002496,0.0,0.0,0.5994
IN,2020-03-19,1240754978639265792,0.7333333333333334,-0.4666666666666666,-0.705
IN,2020-04-03,1246096324438695937,0.3,-0.2333333333333333,-0.6597
IN,2020-03-24,1242386127195160576,0.0,0.0,0.0
IN,2020-03-25,1242693145458024449,1.0,0.5,0.7691
IN,2020-03-22,1241521835851894786,0.4535714285714285,0.03214285714285714,-0.5423
IN,2020-03-03,1234979724654338050,0.9,-1.0,-0.811
IN,2020-03-20,1241049964027011072,0.0,0.0,0.0
IN,2020-03-26,1243163570524893184,0.15,0.0,-0.3818
IN,2020-03-06,1236050594005225473,0.5357142857142857,0.2857142857142857,0.0
IN,2020-04-04,1246546809050271745,0.0,0.0,0.0
IN,2020-03-08,1236443625803984897,0.0,0.0,-0.34
IN,2020-04-23,1253179615549456384,1.0,0.0,0.4215
IN,2020-03-29,1244090990086049793,0.2,0.3,0.5106
IN,2020-03-31,1245138165079445511,0.8,-0.6,0.0
IN,2020-03-13,1238566009365319689,0.0,0.0,0.0
IN,2020-04-01,1245351595803643905,0.6666666666666666,0.3333333333333333,0.6124
IN,2020-04-22,1253100764479852544,0.5333333333333333,0.26666666666666666,0.4019
IN,2020-04-03,1245911237847846914,0.6,0.35,0.0
IN,2020-03-04,1235011741081313280,0.0,0.0,-0.5994
IN,2020-01-25,1221051307123003392,0.0,0.0,0.0
IN,2020-03-26,1243305211768320007,0.0,0.0,0.0
IN,2020-04-04,1246581713834303489,0.0,0.0,0.2732
IN,2020-04-23,1253156000854663169,0.0,0.0,0.0
IN,2020-03-30,1244608738868240384,0.0,0.0,0.2732
IN,2020-03-28,1243947099844227073,0.15,-0.05,-0.2023
IN,2020-02-12,1227735976912531471,0.0,0.0,-0.296
IN,2020-03-19,1240722178963898368,0.0,0.0,0.4767
IN,2020-03-31,1245132959516176384,0.5357142857142857,0.2857142857142857,0.0
IN,2020-04-23,1253151189870534657,0.0,0.0,0.0
IN,2020-02-14,1228267671357153280,0.0,0.0,0.0
IN,2020-03-22,1241521655240949766,0.36388888888888893,0.19999999999999998,0.4588
IN,2020-03-30,1244698094496821250,0.0,0.0,0.0
IN,2020-03-27,1243490948086185984,0.0,0.0,0.3612
IN,2020-05-10,1259589614500749312,0.0,0.0,0.0129
IN,2020-03-21,1241401757122678786,1.0,0.5,0.4588
IN,2020-03-18,1240305483346558977,0.06666666666666667,0.03333333333333333,0.0
IN,2020-03-20,1240841415019683842,0.0,0.0,0.0
IN,2020-04-04,1246557869367058433,0.0,0.0,0.0
IN,2020-03-21,1241384983765409792,0.22727272727272727,0.06818181818181818,0.0
IN,2020-03-30,1244679064545366016,1.0,-1.0,-0.5423
IN,2020-02-14,1228285954596757505,0.22962962962962963,-0.09351851851851851,0.0
IN,2020-03-22,1241562272964775937,0.48333333333333334,0.3166666666666667,0.3818
IN,2020-03-30,1244727815141982211,0.6166666666666667,0.275,0.6808
IN,2020-03-27,1243444861723971585,0.75,0.45,0.0
IN,2020-03-28,1243964405915832320,0.0,0.0,0.0
IN,2020-03-20,1240810402029744128,0.06666666666666667,0.0,0.0
IN,2020-03-26,1243020875965902848,0.9,0.6,0.6249
IN,2020-03-27,1243611178070310914,0.6000000000000001,0.7,0.4404
IN,2020-03-06,1236026980128169985,0.8571428571428571,-0.7142857142857143,-0.8331
IN,2020-03-21,1241362829686591490,1.0,1.0,0.5719
IN,2020-03-30,1244687113280458756,0.4,-0.04375000000000001,0.4875
IN,2020-03-23,1242167330571943937,0.1818181818181818,0.07575757575757576,0.1697
IN,2020-03-21,1241389643976912902,0.0,0.0,0.0
IN,2020-03-18,1240262806345318400,0.1,-0.1,-0.4023
IN,2020-03-04,1234992889580548096,0.0,0.0,-0.5267
IN,2020-04-04,1246283671058989056,0.2,0.2,0.0
IN,2020-03-26,1243273648993165312,0.7166666666666667,-0.17500000000000002,-0.0516
IN,2020-03-22,1241822730930073601,0.5357142857142857,0.3571428571428571,0.0
IN,2020-03-04,1235021677706096642,0.5678571428571428,0.24285714285714285,-0.2263
IN,2020-03-29,1244372502769434628,0.2851851851851852,0.1259259259259259,0.4215
IN,2020-04-03,1246178788347699205,0.0,0.0,0.0772
IN,2020-03-31,1245043256146251777,0.0,0.0,0.0
IN,2020-05-05,1257760620830765058,0.2888888888888889,-0.15555555555555559,0.0
IN,2020-03-04,1235019592273100801,0.1,0.0,-0.2732
IN,2020-05-10,1259619087363313670,0.45,0.35,0.6597
IN,2020-04-15,1250521751336992769,0.6000000000000001,0.7,0.4404
IN,2020-03-18,1240104030996758529,0.6120833333333333,-0.22208333333333335,-0.2398
IN,2020-03-29,1244078235245314048,0.65,0.35,0.4588
IN,2020-04-03,1246039206113271810,0.8,0.4,0.5106
IN,2020-04-01,1245486220538531842,0.5,-0.1875,-0.4804
IN,2020-04-01,1245439764746121225,0.0,0.0,0.2023
IN,2020-03-03,1234979637517619205,0.35555555555555557,0.011111111111111108,0.5994
IN,2020-04-04,1246580577463132163,0.75,-0.171875,0.6761
IN,2020-03-27,1243334081582071809,0.5,0.13636363636363635,0.4404
IN,2020-03-03,1234982170420109312,0.0,0.0,-0.6478
IN,2020-03-21,1241373239554826243,0.06666666666666667,0.03333333333333333,-0.296
IN,2020-05-05,1257760512370184193,0.3,-0.3,-0.3612
IN,2020-03-27,1243669025726427137,0.425,0.275,0.5719
IN,2020-03-18,1240319039538368512,0.8666666666666667,-0.43333333333333335,-0.1513
IN,2020-03-03,1234979081105526791,0.39999999999999997,0.19999999999999998,-0.4588
IN,2020-03-19,1240711428824272899,0.0,0.0,0.0
IN,2020-03-21,1241492642636193792,1.0,-0.5,-0.1901
IN,2020-04-23,1253195598624423936,0.45,0.4,0.6486
IN,2020-03-26,1243180276160831494,0.0,0.39,0.7713
IN,2020-03-18,1240373628006477827,0.0,0.0,0.0
IN,2020-01-25,1220888256692342785,0.0,0.0,0.25
IN,2020-03-21,1241464650635415552,0.0,0.0,0.0
IN,2020-04-01,1245382151958409216,0.6145833333333333,0.1625,0.4215
IN,2020-03-23,1241901861021646850,0.4666666666666666,0.17777777777777778,0.4939
IN,2020-03-22,1241595734891401217,0.6,-0.4,0.0
IN,2020-04-02,1245751086390132738,0.0,0.0,-0.5106
IN,2020-03-22,1241839130197319682,0.2,0.2,0.0
IN,2020-03-07,1236091405090643968,0.6749999999999999,0.3,0.0
IN,2020-03-19,1240637852515545089,1.0,1.0,0.5719
IN,2020-03-21,1241321801516552194,0.0,0.0,0.0
IN,2020-03-19,1240435367200862209,0.0,0.0,0.3182
IN,2020-03-18,1240385837784842240,0.7,1.0,0.5349
IN,2020-04-01,1245415811105394688,0.0,0.0,0.3182
IN,2020-04-23,1253409840510066689,0.19999999999999998,-0.005555555555555554,0.1695
IN,2020-03-06,1236038433551904770,0.0,0.0,0.1027
IN,2020-03-24,1242302614131429377,0.5555555555555555,-0.1111111111111111,-0.5423
IN,2020-03-31,1245011970551615488,0.0,0.0,0.0
IN,2020-03-27,1243526394614865921,0.9,1.0,0.8114
IN,2020-03-29,1244412877345181698,0.0,0.0,0.4404
IN,2020-04-30,1255991299678879745,0.2,0.2,0.0
IN,2020-03-23,1242217981632892928,0.875,0.3125,0.6808
IN,2020-03-03,1234986690906771456,0.45454545454545453,0.13636363636363635,0.3612
IN,2020-03-24,1242595288159789056,0.0,0.0,0.0
IN,2020-03-23,1241970584755613696,0.35000000000000003,-0.1375,0.128
IN,2020-04-03,1245927772138000387,0.0,0.0,-0.1531
IN,2020-03-30,1244750015333007361,0.13333333333333333,0.11666666666666667,0.0
IN,2020-04-02,1245841038348103683,1.0,0.9,0.5859
IN,2020-04-19,1251929564730851336,0.9,0.5,0.0
IN,2020-03-14,1238658829103050752,0.0,0.0,0.0
IN,2020-04-04,1246580733403160576,0.3222222222222222,-0.07777777777777777,-0.6092
IN,2020-03-03,1234989665330987008,0.6,-0.3,-0.0387
IN,2020-03-06,1236051227785510912,0.0,0.0,0.0
IN,2020-05-10,1259624425961504770,1.0,-0.7999999999999999,-0.5267
IN,2020-04-22,1253089491423842307,0.5,0.0,-0.4404
IN,2020-04-23,1253151404249710599,0.0,0.0,0.0
IN,2020-03-26,1243185749715046400,0.2,0.2,0.802
IN,2020-04-23,1253382249430605824,0.16333333333333333,0.17916666666666667,0.1007
IN,2020-03-25,1242877707815444480,0.0,0.0,0.0
IN,2020-04-03,1246180948942524416,0.0,0.0,0.0
IN,2020-05-10,1259595604243746816,0.0,0.0,0.3612
IN,2020-03-18,1240373988792115201,0.95,0.875,0.8306
IN,2020-04-15,1250500377197391872,0.4666666666666666,-0.39166666666666666,-0.2263
IN,2020-03-06,1236050585788481536,0.0,0.0,0.0
IN,2020-04-04,1246443634058240000,0.6333333333333333,0.3333333333333333,0.0
IN,2020-04-04,1246546116180672524,0.06666666666666667,0.03333333333333333,0.0
IN,2020-03-30,1244608223065378821,0.6,0.5,0.4767
IN,2020-03-21,1241475173733335042,0.06666666666666667,0.041666666666666664,0.0
IN,2020-03-21,1241356739448131598,0.0,0.0,0.0
IN,2020-03-06,1236051281673965569,0.3,0.2,0.1893
IN,2020-03-18,1240075686024482816,0.5,0.5,0.4019
IN,2020-04-02,1245690307448012801,0.6,-0.2,0.4767
IN,2020-03-29,1244247256208941056,0.5833333333333333,0.41666666666666663,0.6597
IN,2020-03-30,1244732475106111488,0.0,0.0,-0.4215
IN,2020-03-19,1240749198569586689,0.4,-0.125,-0.5983
IN,2020-04-23,1253387227679383552,0.06666666666666667,0.0,0.3182
IN,2020-05-10,1259590478556782595,0.0,0.0,0.0
IN,2020-01-29,1222448833243860993,0.5333333333333333,0.09444444444444444,-0.1403
IN,2020-01-29,1222456271854542848,0.7272727272727273,0.06818181818181818,-0.4019
IN,2020-04-04,1246266432557666304,0.0,0.0,0.0
IN,2020-03-30,1244419760869294082,0.4,-0.05,0.0
IN,2020-03-26,1243227495547179009,0.0,0.0,0.0
IN,2020-03-18,1240088334816268288,0.1,0.0,0.5267
IN,2020-04-23,1253139517072117761,0.425,-0.07083333333333333,0.6494
IN,2020-04-04,1246272598843023363,1.0,-0.9375,-0.802
IN,2020-01-29,1222474038360117248,0.5,-0.5,0.2732
IN,2020-03-22,1241782502647308291,0.0,0.0,0.0
IN,2020-04-03,1246062308515864581,0.0,0.0,-0.2023
IN,2020-05-05,1257747823954722819,0.0,0.0,-0.0516
IN,2020-03-27,1243362711666188288,0.0,0.0,0.0
IN,2020-04-01,1245329227999776768,0.75,0.8,0.6249
IN,2020-03-07,1236091518575878149,0.65,0.35,0.4588
IN,2020-04-22,1253105803420225538,0.0,0.0,-0.5994
IN,2020-04-04,1246278080177541120,0.0,0.0,-0.0572
IN,2020-03-20,1241105274238312456,0.0,0.0,0.3182
IN,2020-03-26,1243322941376430080,0.05,-0.1,0.0
IN,2020-04-02,1245800990424662022,1.0,-0.7999999999999999,-0.7783
IN,2020-04-28,1255254482356707328,0.34848484848484845,0.24242424242424243,0.8718
IN,2020-04-02,1245570676909412352,0.5357142857142857,0.3571428571428571,0.0
IN,2020-03-23,1242094136154611712,0.4070707070707071,0.32323232323232326,0.4215
IN,2020-03-20,1241005109951242241,0.1,0.0,0.0
IN,2020-03-25,1242670160101675009,0.0,0.0,0.3612
IN,2020-04-22,1253088488762810368,0.5,0.0,-0.4404
IN,2020-03-06,1236073896899678210,0.46349206349206346,0.08214285714285713,0.8223
IN,2020-03-23,1241941694305763329,0.75,0.0,-0.5478
IN,2020-03-24,1242521426403483654,0.0,0.0,0.0
IN,2020-03-23,1242149777430712320,0.525,0.325,0.7865
IN,2020-04-15,1250499697116151809,0.0,0.0,-0.2023
IN,2020-04-03,1246050019213443072,0.0,0.0,0.0
IN,2020-04-02,1245548568976523269,0.0,0.0,0.2732
IN,2020-04-04,1246438244352483334,0.7727272727272727,0.31363636363636366,0.0
IN,2020-03-27,1243380201838567424,1.0,-1.0,-0.6249
IN,2020-03-19,1240531837656670208,0.0,0.0,0.0
IN,2020-03-23,1242094979247484929,0.0,0.0,-0.5267
IN,2020-04-22,1253094843007590401,0.0,0.0,-0.2263
IN,2020-02-12,1227713622010482690,0.0,0.0,-0.128
IN,2020-04-02,1245795357843509252,0.3333333333333333,0.0,0.0
IN,2020-03-23,1242235038844030976,0.375,0.22499999999999998,0.0
IN,2020-04-04,1246541218072481794,0.0,0.0,-0.3818
IN,2020-03-06,1236051141995229192,0.7,0.5,0.5983
IN,2020-01-25,1221106802835763201,0.65,0.11249999999999999,0.8545
IN,2020-02-17,1229429913721040899,0.0,0.0,-0.7964
IN,2020-03-23,1242122678326251523,0.6428571428571429,0.21428571428571427,0.0
IN,2020-03-29,1244407261469999104,0.0,0.0,0.0
IN,2020-03-30,1244643291569717249,0.06666666666666667,0.03333333333333333,0.0
IN,2020-03-28,1243893450505949184,0.8333333333333333,-0.3499999999999999,0.6542
IN,2020-03-26,1243211082556211205,0.19999999999999998,-0.06666666666666667,-0.2023
IN,2020-03-30,1244483128237928450,0.0,0.0,0.4449
IN,2020-04-03,1246050052482699269,1.0,0.0,-0.2023
IN,2020-03-19,1240726334206291968,0.375,-0.125,0.0
IN,2020-03-23,1242088280805519368,0.8333333333333334,0.43333333333333335,0.4404
IN,2020-01-25,1220924451929366530,0.0,0.0,0.2023
IN,2020-03-18,1240262638740942849,0.0,0.0,-0.3818
IN,2020-04-01,1245376271103770627,1.0,1.0,0.6249
IN,2020-03-13,1238576305777541125,0.0,0.0,0.0
IN,2020-03-22,1241873934540328960,0.5333333333333333,-0.3125,-0.4939
IN,2020-02-12,1227711658698661888,0.0,0.0,0.0
IN,2020-04-02,1245784494096949248,0.15833333333333333,-0.075,0.0
IN,2020-03-22,1241544937948286976,0.7625,-0.04999999999999999,0.3489
IN,2020-04-22,1253088740739776513,0.5,0.0,-0.4404
IN,2020-04-01,1245328490108502016,1.0,-0.5,-0.0454
IN,2020-02-12,1227728002341113857,0.0,0.0,0.0
IN,2020-03-13,1238595922445115393,0.9,0.6,0.0
IN,2020-03-23,1242106114885459968,0.4916666666666667,0.2583333333333333,0.6207
IN,2020-03-23,1241919027837939714,0.3,0.0,0.3612
IN,2020-03-22,1241532946240200710,1.0,-0.4,-0.4585
IN,2020-03-23,1241901734102020097,0.0,0.0,0.0
IN,2020-03-31,1245111236947304450,0.0,0.0,-0.5994
IN,2020-04-11,1249122388593315843,0.0,0.0,0.0
IN,2020-03-20,1240977658269380611,0.0,0.0,-0.5423
IN,2020-03-03,1234988587382214656,0.3333333333333333,0.0,-0.3182
IN,2020-03-29,1244412592346578944,0.1,-0.1,0.0
IN,2020-01-29,1222500293943971841,0.0,0.0,0.0
IN,2020-03-20,1241146214919409664,1.0,0.0,0.4404
IN,2020-03-30,1244481865836265472,0.5,0.5,0.1779
IN,2020-04-02,1245678152204136453,1.0,0.625,0.5093
IN,2020-04-04,1246284040723927041,0.0,0.0,-0.6908
IN,2020-03-26,1243014467501404161,0.39166666666666666,-0.04166666666666667,0.4404
IN,2020-03-19,1240688163451854850,0.25,-0.2,0.0
IN,2020-03-06,1236036116236644354,1.0,0.8,0.5325
IN,2020-03-30,1244465871755579399,0.06666666666666667,0.0,0.5106
IN,2020-03-14,1238641993108140032,0.0,0.0,-0.3436
IN,2020-03-29,1244096547450761216,0.0,0.0,0.0
IN,2020-04-02,1245745483479482376,0.0,0.0,0.0
IN,2020-03-24,1242504477292232707,0.5,0.2,0.0
IN,2020-03-13,1238576058410172418,0.0,0.0,-0.2732
IN,2020-04-02,1245707226599378946,0.5,0.5,0.2525
IN,2020-03-27,1243357204595396609,0.2,0.2,0.6652
IN,2020-03-22,1241810361935855617,0.3,0.2,-0.25
IN,2020-04-01,1245461860406759426,0.0,0.0,-0.8283
IN,2020-03-25,1242756857808269316,0.06666666666666667,-0.20833333333333331,0.3382
IN,2020-03-06,1236050249241722885,0.25,0.25,-0.7935
IN,2020-03-24,1242308486014402560,0.0,0.0,0.0
IN,2020-04-30,1255991249636597762,0.8,0.7,0.3818
IN,2020-03-25,1242849927958585344,0.1,-0.1,0.0
IN,2020-03-24,1242424911458717696,0.0,0.0,0.3612
IN,2020-03-25,1242964265457332226,1.0,-0.5,-0.6739
IN,2020-03-29,1244390446161330176,1.0,1.0,0.5255
IN,2020-04-23,1253386897440870401,0.875,-0.09375,-0.2732
IN,2020-03-23,1241965060517494784,0.45454545454545453,0.13636363636363635,0.0
IN,2020-04-22,1253100871006793730,0.5357142857142857,0.2857142857142857,-0.6341
IN,2020-03-30,1244722819688259585,0.5208333333333333,0.10416666666666666,0.0
IN,2020-03-27,1243668245988757509,0.35555555555555557,0.11527777777777777,0.0
IN,2020-03-29,1244406846187802624,0.37222222222222223,0.19444444444444442,0.4939
IN,2020-04-22,1253084063990194188,0.8,-0.6,0.0
IN,2020-03-27,1243553888407621633,0.4,0.0,0.3612
IN,2020-04-22,1253100497587916801,0.2,0.2,0.4404
IN,2020-03-20,1241122614778703875,0.375,-0.125,-0.25
IN,2020-03-26,1243003363807109120,0.5333333333333333,-0.15555555555555559,-0.0258
IN,2020-03-31,1244967167340285954,0.5,0.0,-0.6128
IN,2020-03-27,1243627813019758592,0.0,0.0,0.0
IN,2020-04-02,1245507896806383619,0.0,0.0,0.0
IN,2020-03-25,1242664251036176385,0.65,0.0,0.0
IN,2020-03-18,1240413079856394240,0.6,0.04999999999999996,0.743
IN,2020-04-11,1249110787068538891,0.0,0.0,0.0
IN,2020-03-18,1240263012042375172,0.6,-0.13333333333333333,0.4215
IN,2020-03-30,1244755907520737281,0.5041666666666667,0.31041666666666673,0.807
IN,2020-04-04,1246511204140449794,0.0,0.0,0.0
IN,2020-04-01,1245364086814228494,0.9,-0.6,-0.6369
IN,2020-04-28,1255233918053294084,0.6,-0.3,0.0
IN,2020-03-21,1241413207660658689,0.65,-0.75,-0.4678
IN,2020-03-25,1242889267078221825,0.2888888888888889,-0.15555555555555559,-0.296
IN,2020-05-05,1257754233329369089,1.0,1.0,0.8974
IN,2020-03-26,1242970401984086023,0.65,0.5,0.6696
IN,2020-03-20,1240999745365082118,0.0,0.0,0.0
IN,2020-03-13,1238613643916435456,0.0,0.0,0.0
IN,2020-03-24,1242453474513690629,1.0,-0.5,0.3818
IN,2020-03-30,1244773121762172928,0.0,0.0,0.0
IN,2020-03-28,1243975667571732480,0.0,0.0,0.0
IN,2020-03-28,1244010169794781184,0.0,0.0,0.3612
IN,2020-04-04,1246403217342312449,0.4471428571428572,0.11714285714285713,-0.6486
IN,2020-03-22,1241748818930151430,0.825,0.534375,0.69
IN,2020-02-12,1227728219744456707,0.0,0.0,0.0
IN,2020-01-25,1221122647972466688,0.0,0.0,0.0
IN,2020-03-18,1240419165728641032,0.55,0.5,0.8126
IN,2020-03-23,1241907187934531584,0.4,0.25,0.6808
IN,2020-04-04,1246255284110196737,0.0,0.0,0.8555
IN,2020-05-01,1256320883846606848,0.6,0.5,0.6369
IN,2020-04-03,1245875808809422849,0.85,0.23333333333333336,0.6369
IN,2020-04-04,1246300486463934464,0.0,0.0,0.2732
IN,2020-03-31,1245108346178416641,1.0,0.625,0.4926
IN,2020-03-19,1240737953795788801,0.0,0.0,-0.2755
IN,2020-03-07,1236079827154763776,1.0,0.325,0.6124
IN,2020-03-13,1238586938728370177,0.45,0.03125,0.5106
IN,2020-05-10,1259613387694190592,0.375,-0.125,-0.3612
IN,2020-04-11,1249111223456522240,0.6333333333333333,0.0875,-0.4588
IN,2020-04-04,1246312289373958145,0.6,0.3444444444444444,0.6705
IN,2020-03-20,1240875892005535744,0.0,0.0,-0.6808
IN,2020-03-21,1241429615803076612,0.0,0.0,0.0
IN,2020-03-25,1242618550088597509,0.5,0.3,0.6841
IN,2020-03-21,1241362909533556736,0.36666666666666675,0.05833333333333331,0.4404
IN,2020-03-24,1242397383989870593,0.5,0.5,0.0
IN,2020-03-24,1242572911480836102,0.8333333333333334,-0.09999999999999999,0.0
IN,2020-03-31,1245107810515456002,0.06666666666666667,0.03333333333333333,0.0
IN,2020-03-29,1244407692451594253,0.35555555555555557,0.3444444444444445,0.5267
IN,2020-03-23,1242088620632268801,1.0,0.0,0.0
IN,2020-03-30,1244442061841055745,0.6000000000000001,0.4,0.0
IN,2020-04-01,1245479346736959490,0.23333333333333334,0.016666666666666666,-0.3182
IN,2020-03-20,1240841863478816773,0.0,0.0,-0.3818
